"","mo","temp","NUM_COLLISIONS"
"670",5,50.3,0.75
"684",5,57.8,0.777439024390244
"698",5,52,0.789634146341463
"1055",5,54.8,0.566489361702128
"1062",5,62.4,0.74468085106383
"1405",5,45.5,0.530054644808743
"1419",5,53.9,0.715846994535519
"1426",5,65.7,0.846994535519126
"1769",5,51.5,0.629820051413882
"1776",5,49.5,0.591259640102828
"1790",5,53.8,0.735218508997429
"2140",5,51,0.552631578947368
"2504",5,47.7,0.503937007874016
"348",6,60.8,0.402985074626866
"705",6,60,0.503048780487805
"712",6,61,0.484756097560976
"726",6,66.7,0.810975609756098
"1069",6,52.2,0.398936170212766
"1076",6,64.6,0.702127659574468
"1433",6,55.7,0.685792349726776
"1440",6,59.9,0.693989071038251
"1447",6,65.2,0.702185792349727
"2189",6,64.1,0.747368421052632
"2532",6,62,0.900262467191601
"2539",6,56.7,0.611548556430446
"26",7,78,0.638095238095238
"376",7,71.8,0.447761194029851
"390",7,67.7,0.319402985074627
"740",7,69.4,0.548780487804878
"754",7,69.6,0.411585365853659
"1104",7,69.1,0.438829787234043
"1111",7,67.3,0.75531914893617
"1475",7,69.1,0.844262295081967
"2217",7,69.8,0.402631578947368
"411",8,67.2,0.594029850746269
"425",8,65.7,0.513432835820895
"768",8,69.3,0.551829268292683
"775",8,67.8,0.673780487804878
"789",8,71,0.652439024390244
"1146",8,73.4,0.526595744680851
"1888",8,66.2,0.416452442159383
"2224",8,73.7,0.707894736842105
"2238",8,77.2,0.510526315789474
"2245",8,70,0.413157894736842
"2595",8,73.3,0.643044619422572
"2602",8,68.6,0.417322834645669
"82",9,61,0.377777777777778
"432",9,67.4,0.277611940298507
"439",9,70.2,0.880597014925373
"446",9,62.4,0.405970149253731
"453",9,56.8,0.346268656716418
"810",9,61.1,0.75
"817",9,59.7,0.265243902439024
"1538",9,64.5,0.887978142076503
"1552",9,60,0.524590163934426
"1895",9,67.1,0.858611825192802
"1909",9,63.9,0.203084832904884
"1916",9,69.4,0.730077120822622
"2273",9,63.7,0.542105263157895
"2280",9,66.3,0.576315789473684
"2630",9,65.4,0.755905511811024
"2637",9,57.3,0.535433070866142
"103",10,53.4,0.806349206349206
"467",10,58.4,0.474626865671642
"481",10,48.4,0.692537313432836
"824",10,59.9,0.469512195121951
"831",10,60.8,0.289634146341463
"838",10,65,0.603658536585366
"845",10,59.5,0.716463414634146
"852",10,56.1,0.676829268292683
"1188",10,59.7,0.747340425531915
"1195",10,59.8,0.702127659574468
"1209",10,60.5,0.702127659574468
"1573",10,60.4,0.628415300546448
"1923",10,63.7,0.516709511568123
"1930",10,57.1,0.377892030848329
"1944",10,60.1,0.519280205655527
"2294",10,67.2,0.757894736842105
"2301",10,45.6,0.742105263157895
"2308",10,45.3,0.815789473684211
"2651",10,55.3,0.758530183727034
"2658",10,54.5,0.561679790026247
"2665",10,58.2,0.543307086614173
"2679",10,62.5,0.564304461942257
"131",11,41.2,0.466666666666667
"138",11,40.4,0.698412698412698
"152",11,37.5,0.355555555555556
"495",11,57.8,0.734328358208955
"502",11,42.8,0.656716417910448
"859",11,53.6,0.75609756097561
"873",11,45.7,0.704268292682927
"1230",11,52.5,0.625
"1587",11,58.8,0.702185792349727
"1594",11,49.4,0.748633879781421
"1601",11,48.6,0.751366120218579
"1958",11,48.3,0.632390745501285
"1965",11,46.6,0.912596401028278
"1979",11,43.2,0.532133676092545
"2322",11,52.1,0.468421052631579
"2343",11,41.3,0.507894736842105
"2693",11,35,0.377952755905512
"2700",11,43.3,0.645669291338583
"173",12,39.8,0.644444444444444
"180",12,39.1,0.387301587301587
"523",12,43.4,0.516417910447761
"530",12,28.1,0.740298507462687
"537",12,39.1,0.617910447761194
"887",12,43.1,0.615853658536585
"894",12,40.8,0.807926829268293
"901",12,42.4,0.661585365853659
"1251",12,53.5,0.587765957446808
"1258",12,51.1,0.707446808510638
"1272",12,57.7,0.534574468085106
"1615",12,53.4,0.825136612021858
"1622",12,42.7,0.554644808743169
"1629",12,29.8,0.866120218579235
"1643",12,37.3,0.300546448087432
"1986",12,43.4,0.609254498714653
"2000",12,32.4,0.735218508997429
"2350",12,34.9,0.6
"2357",12,30.9,0.613157894736842
"2371",12,34.7,0.339473684210526
"2714",12,39.6,0.514435695538058
"2721",12,31.1,0.519685039370079
"2728",12,24.2,0.782152230971129
"188",1,32.2,0.313432835820896
"202",1,28.1,0.480597014925373
"580",1,33.7,0.475609756097561
"916",1,40.4,0.106382978723404
"930",1,34.5,0.428191489361702
"1287",1,41.3,0.46448087431694
"1301",1,28,0.737704918032787
"1658",1,46.8,0.380462724935733
"1672",1,42.1,0.326478149100257
"2015",1,23,0.65
"2022",1,43.7,0.660526315789474
"2029",1,28.9,0.384210526315789
"2036",1,25.3,0.589473684210526
"2379",1,39,0.517060367454068
"2386",1,28.6,0.637795275590551
"2400",1,37,0.695538057742782
"216",2,33.1,0.519402985074627
"237",2,35.4,0.391044776119403
"587",2,28.1,0.826219512195122
"601",2,42.2,0.429878048780488
"608",2,20.3,0.765243902439024
"1315",2,40.8,0.478142076502732
"1329",2,34.7,0.273224043715847
"1336",2,40.2,0.120218579234973
"1679",2,30.9,0.393316195372751
"1686",2,21,0.647814910025707
"1693",2,31.8,0.575835475578406
"2043",2,34.2,0.431578947368421
"2050",2,28.3,0.342105263157895
"2057",2,44.8,0.339473684210526
"2414",2,40.6,0.68241469816273
"2421",2,39.8,0.564304461942257
"244",3,39.3,0.605970149253731
"258",3,31.2,0.617910447761194
"265",3,34.3,0.608955223880597
"272",3,45.2,0.358208955223881
"615",3,29.4,0.393292682926829
"622",3,25.4,0.551829268292683
"629",3,39.3,0.564024390243902
"636",3,41.2,0.384146341463415
"986",3,31.1,0.550531914893617
"993",3,30.3,0.446808510638298
"1000",3,42.4,0.345744680851064
"1343",3,33.9,0.691256830601093
"1350",3,46.8,0.655737704918033
"1357",3,47,0.579234972677596
"1364",3,50.8,0.311475409836066
"1707",3,33.2,0.74293059125964
"1714",3,35.5,0.401028277634961
"1721",3,33,0.77120822622108
"1728",3,35.3,0.508997429305913
"1735",3,37.6,0.763496143958869
"2078",3,35.5,0.784210526315789
"2085",3,36.1,0.789473684210526
"2442",3,27.2,0.658792650918635
"2449",3,45.3,0.713910761154856
"2456",3,42.3,0.832020997375328
"279",4,42.9,0.543283582089552
"286",4,43.6,0.743283582089552
"293",4,52.6,0.507462686567164
"643",4,40,0.664634146341463
"650",4,48,0.625
"657",4,40.4,0.280487804878049
"664",4,49,0.649390243902439
"1007",4,45,0.236702127659574
"1014",4,43.9,0.223404255319149
"1021",4,47.5,0.736702127659574
"1028",4,44,0.728723404255319
"1371",4,54.8,0.737704918032787
"1378",4,49.7,0.721311475409836
"1385",4,46.4,0.822404371584699
"1399",4,46.1,0.23224043715847
"1742",4,47.8,0.611825192802057
"1756",4,45.7,0.601542416452442
"2106",4,38,0.163157894736842
"2113",4,47.7,0.794736842105263
"2120",4,43.2,0.668421052631579
"2470",4,39.4,0.78740157480315
"2484",4,53.7,0.393700787401575
"2491",4,46.8,0.259842519685039
"307",5,46.9,0.853731343283582
"328",5,61,0.8
"685",5,58.3,0.902439024390244
"692",5,54.9,0.780487804878049
"1035",5,43.8,0.638297872340426
"1406",5,48.5,0.808743169398907
"1770",5,49.4,0.822622107969152
"1777",5,48.6,0.928020565552699
"1791",5,55.4,0.822622107969152
"2134",5,53.3,0.710526315789474
"2141",5,56.8,0.926315789473684
"2148",5,52.2,0.428947368421053
"2155",5,56.5,0.910526315789474
"2505",5,48.4,0.679790026246719
"2519",5,59.3,0.858267716535433
"2526",5,58.2,0.955380577427822
"349",6,55,0.874626865671642
"363",6,66.1,0.62089552238806
"713",6,61.7,0.926829268292683
"727",6,63.9,0.780487804878049
"1084",6,65.6,0.877659574468085
"1812",6,59.8,0.516709511568123
"1819",6,64.9,0.866323907455013
"1826",6,66.9,0.748071979434447
"2540",6,61.7,0.913385826771654
"2547",6,63.2,0.971128608923885
"20",7,67.2,0.638095238095238
"370",7,71.6,0.525373134328358
"377",7,69.4,0.594029850746269
"384",7,73.9,0.886567164179105
"391",7,66.1,0.647761194029851
"1105",7,65.2,0.816489361702128
"1126",7,76.7,0.933510638297872
"1469",7,65.7,0.491803278688525
"1483",7,72.4,0.920765027322404
"1833",7,66,0.560411311053985
"1840",7,63.7,0.645244215938303
"2197",7,70.6,0.528947368421053
"2568",7,70.8,0.908136482939633
"34",8,77.9,0.59047619047619
"41",8,75.3,0.679365079365079
"398",8,69.7,0.674626865671642
"405",8,70.7,0.534328358208955
"419",8,70.6,0.704477611940298
"426",8,65,0.594029850746269
"776",8,66.8,0.359756097560976
"783",8,63.9,0.5
"790",8,67.2,0.692073170731707
"2253",8,69.9,0.447368421052632
"83",9,64.7,0.796825396825397
"90",9,65.2,0.952380952380952
"440",9,69.1,0.752238805970149
"454",9,58.1,0.456716417910448
"811",9,57.2,0.74390243902439
"818",9,63.1,0.728658536585366
"1161",9,70.6,0.640957446808511
"1182",9,61.2,0.486702127659574
"1525",9,69.2,0.724043715846995
"1539",9,57.7,0.950819672131147
"1889",9,62.7,0.57840616966581
"1896",9,65.4,0.730077120822622
"1910",9,61.3,0.406169665809769
"1917",9,59.6,0.773778920308483
"2260",9,71.1,0.573684210526316
"2281",9,60.5,0.681578947368421
"2631",9,59.6,0.750656167979003
"2645",9,63.5,0.792650918635171
"104",10,51.2,0.606349206349206
"468",10,60.6,0.659701492537313
"475",10,62.3,0.835820895522388
"482",10,48,0.737313432835821
"825",10,58.5,0.960365853658537
"832",10,59,0.417682926829268
"839",10,63.2,0.74390243902439
"846",10,54.3,0.807926829268293
"853",10,51.3,0.804878048780488
"1196",10,58.9,0.962765957446808
"1203",10,60.1,0.728723404255319
"1210",10,56.2,0.904255319148936
"1217",10,57.4,0.76063829787234
"1567",10,55.9,0.915300546448087
"1581",10,51.8,1
"1931",10,56.4,0.519280205655527
"1938",10,62,0.943444730077121
"1945",10,54.1,0.778920308483291
"2288",10,62.2,0.902631578947368
"2295",10,63.1,0.992105263157895
"2302",10,49.2,0.878947368421053
"2309",10,39.8,0.773684210526316
"2652",10,57.4,0.805774278215223
"2659",10,55.5,0.538057742782152
"2666",10,55,0.611548556430446
"132",11,43.3,0.904761904761905
"153",11,41.3,0.549206349206349
"489",11,62.3,0.925373134328358
"496",11,47.1,0.841791044776119
"503",11,53,0.647761194029851
"510",11,46.2,0.901492537313433
"517",11,31.2,0.11044776119403
"860",11,52.5,0.722560975609756
"867",11,43.7,0.76219512195122
"874",11,36.8,0.832317073170732
"881",11,37,0.121951219512195
"1224",11,62.3,0.569148936170213
"1231",11,58.3,0.731382978723404
"1588",11,53.6,0.942622950819672
"1595",11,54.9,0.636612021857924
"1602",11,50.9,0.939890710382514
"1959",11,44.6,0.688946015424165
"1966",11,43.8,0.920308483290488
"2316",11,60,0.771052631578947
"2330",11,42.8,0.702631578947368
"2344",11,38.4,0.763157894736842
"2687",11,42.7,0.721784776902887
"2694",11,49.3,0.57742782152231
"2701",11,48.1,0.608923884514436
"167",12,41.4,0.777777777777778
"181",12,33,0.488888888888889
"531",12,28.1,0.880597014925373
"545",12,33.1,0.226865671641791
"888",12,39.3,0.820121951219512
"895",12,37,0.86280487804878
"909",12,44.8,0.128048780487805
"1252",12,45.6,0.73936170212766
"1266",12,54.2,0.970744680851064
"1616",12,46.4,0.704918032786885
"1623",12,36.6,0.734972677595628
"1637",12,39,0.710382513661202
"1644",12,40.4,0.412568306010929
"1980",12,48.2,0.812339331619537
"1987",12,41,0.580976863753213
"2351",12,38,0.663157894736842
"2365",12,50.4,0.865789473684211
"2372",12,41.8,0.6
"2715",12,38.3,0.425196850393701
"2722",12,38.7,0.942257217847769
"2729",12,24.2,0.779527559055118
"196",1,42.7,0.223880597014925
"203",1,35.9,0.250746268656716
"210",1,24.4,0.471641791044776
"560",1,44.8,0.185975609756098
"567",1,38.8,0.134146341463415
"574",1,32,0.216463414634146
"917",1,34.5,0.143617021276596
"924",1,26.9,0.210106382978723
"931",1,20.2,0.247340425531915
"938",1,38.5,0.0691489361702128
"945",1,24.5,0.329787234042553
"1288",1,45.9,0.333333333333333
"1295",1,45.7,0.35792349726776
"1309",1,37.8,0.448087431693989
"1659",1,29.8,0.10025706940874
"1666",1,42.3,0.0488431876606684
"1673",1,38.7,0.115681233933162
"2023",1,45.4,0.394736842105263
"2030",1,38.1,0.202631578947368
"2037",1,36.8,0.15
"2380",1,43.8,0.141732283464567
"2387",1,23.1,0.312335958005249
"2394",1,34.5,0.204724409448819
"2401",1,30.5,0.346456692913386
"217",2,27.6,0.4
"231",2,39.2,0.146268656716418
"588",2,28.2,0.0609756097560976
"595",2,35.2,0.341463414634146
"602",2,41.4,0.557926829268293
"973",2,22.2,0.361702127659574
"1316",2,32.3,0.330601092896175
"1323",2,23.5,0.131147540983607
"1330",2,42.8,0.336065573770492
"1680",2,28.4,0.218508997429306
"1687",2,32,0.141388174807198
"2058",2,35.9,0.397368421052632
"2065",2,42.3,0.228947368421053
"2408",2,23.5,0.461942257217848
"2415",2,31.5,0.364829396325459
"2422",2,41.1,0.351706036745407
"245",3,38.2,0.22089552238806
"252",3,39.2,0.504477611940298
"259",3,37.1,0.361194029850746
"266",3,38.5,0.262686567164179
"273",3,44.5,0.337313432835821
"616",3,40.3,0.338414634146341
"623",3,41.3,0.350609756097561
"630",3,38.1,0.271341463414634
"637",3,44.9,0.503048780487805
"980",3,25,0.468085106382979
"987",3,38.7,0.279255319148936
"1001",3,37.4,0.151595744680851
"1344",3,34.8,0.461748633879781
"1358",3,40,0.295081967213115
"1365",3,44.8,0.26775956284153
"1708",3,22.9,0.205655526992288
"1715",3,22.5,0.236503856041131
"1722",3,34.7,0.123393316195373
"1729",3,42.9,0.295629820051414
"2079",3,38.1,0.3
"2086",3,33.3,0.286842105263158
"2100",3,43.6,0.357894736842105
"2436",3,35.1,0.63254593175853
"2450",3,46.9,0.391076115485564
"2457",3,39.3,0.338582677165354
"280",4,40.2,0.391044776119403
"287",4,44.4,0.462686567164179
"294",4,52.7,0.394029850746269
"644",4,44.8,0.536585365853659
"658",4,45.7,0.36890243902439
"665",4,44.9,0.439024390243902
"1008",4,47.3,0.279255319148936
"1015",4,47.8,0.462765957446808
"1029",4,43.7,0.50531914893617
"1372",4,50.4,0.450819672131148
"1379",4,41.8,0.341530054644809
"1386",4,44.3,0.674863387978142
"1393",4,53.4,0.592896174863388
"1400",4,47.3,0.407103825136612
"1736",4,39.8,0.347043701799486
"1743",4,43.9,0.439588688946015
"1757",4,46.7,0.244215938303342
"1764",4,54.2,0.526992287917738
"2107",4,43.5,0.0894736842105263
"2114",4,47.7,0.45
"2121",4,44.6,0.344736842105263
"2478",4,49.7,0.519685039370079
"2485",4,54.5,0.144356955380577
"2492",4,52.9,0.328083989501312
"308",5,47.8,0.537313432835821
"315",5,56.2,0.367164179104478
"329",5,55.6,0.340298507462687
"679",5,54.8,0.442073170731707
"686",5,57.7,0.655487804878049
"693",5,54.6,0.25
"700",5,53.9,0.557926829268293
"1057",5,54.8,0.382978723404255
"1407",5,52.5,0.379781420765027
"1428",5,62.5,0.532786885245902
"1771",5,55.1,0.588688946015424
"1778",5,47.9,0.583547557840617
"1785",5,56.3,0.401028277634961
"2135",5,58,0.392105263157895
"2149",5,49.6,0.342105263157895
"2156",5,58.8,0.389473684210526
"2506",5,56.8,0.619422572178478
"2520",5,56.9,0.312335958005249
"343",6,62.3,0.51044776119403
"364",6,66.2,0.570149253731343
"1071",6,58,0.521276595744681
"1085",6,62,0.273936170212766
"1442",6,58.1,0.415300546448087
"1456",6,62.1,0.699453551912568
"1813",6,61.7,0.508997429305913
"2163",6,63.1,0.444736842105263
"2184",6,59.2,0.157894736842105
"2534",6,60.6,0.469816272965879
"2548",6,64.7,0.614173228346457
"371",7,73,0.346268656716418
"385",7,74.5,0.450746268656716
"392",7,69.1,0.346268656716418
"735",7,67,0.307926829268293
"1463",7,69.4,0.377049180327869
"1484",7,74.3,0.595628415300546
"1827",7,67.7,0.3573264781491
"1834",7,67.3,0.331619537275064
"1855",7,65.1,0.143958868894602
"2198",7,67.3,0.192105263157895
"2212",7,59.8,0.444736842105263
"35",8,77.9,0.523809523809524
"42",8,77.7,0.33015873015873
"399",8,69.3,0.274626865671642
"406",8,72.4,0.283582089552239
"420",8,66.2,0.37910447761194
"763",8,64.3,0.414634146341463
"784",8,65.6,0.152439024390244
"1127",8,73.4,0.707446808510638
"1134",8,69.7,0.38031914893617
"1876",8,71.8,0.467866323907455
"2240",8,73.9,0.331578947368421
"2597",8,71.2,0.448818897637795
"2611",8,68.3,0.296587926509186
"70",9,75.3,0.619047619047619
"77",9,67.2,0.488888888888889
"84",9,66.3,0.457142857142857
"434",9,63.6,0.552238805970149
"441",9,64.5,0.355223880597015
"798",9,72,0.454268292682927
"805",9,59.9,0.469512195121951
"1162",9,66.8,0.36968085106383
"1169",9,67.7,0.404255319148936
"1183",9,59.4,0.412234042553192
"1547",9,60.7,0.491803278688525
"1911",9,62.6,0.44987146529563
"2254",9,65,0.2
"2275",9,68.8,0.286842105263158
"98",10,66.1,0.307936507936508
"112",10,62.7,0.584126984126984
"119",10,61.9,0.384126984126984
"469",10,58.6,0.465671641791045
"476",10,57.3,0.211940298507463
"483",10,49,0.674626865671642
"826",10,59.4,0.38719512195122
"833",10,52.9,0.432926829268293
"847",10,54.7,0.338414634146341
"1190",10,55.5,0.409574468085106
"1197",10,59.2,0.656914893617021
"1204",10,52.7,0.433510638297872
"1211",10,51.5,0.311170212765957
"1554",10,62,0.407103825136612
"1575",10,61.3,0.538251366120219
"1582",10,51,0.497267759562842
"2296",10,53.2,0.326315789473684
"2303",10,59.5,0.463157894736842
"2653",10,51.9,0.409448818897638
"2660",10,56.2,0.26509186351706
"2667",10,50.5,0.485564304461942
"2674",10,55.2,0.325459317585302
"140",11,43.6,0.441269841269841
"147",11,44.1,0.174603174603175
"490",11,57.4,0.450746268656716
"497",11,41.7,0.51044776119403
"511",11,47.3,0.405970149253731
"861",11,43.9,0.423780487804878
"868",11,37,0.38109756097561
"875",11,37.1,0.329268292682927
"1225",11,61.4,0.26063829787234
"1232",11,49,0.561170212765957
"1239",11,48.8,0.518617021276596
"1596",11,42.1,0.467213114754098
"1603",11,50.1,0.710382513661202
"1953",11,53.6,0.403598971722365
"1960",11,30.2,0.429305912596401
"1967",11,43.5,0.444730077120823
"2317",11,59.7,0.534210526315789
"2324",11,52.2,0.402631578947368
"2331",11,44.5,0.278947368421053
"2338",11,41.4,0.218421052631579
"2681",11,47,0.275590551181102
"2688",11,35.3,0.26509186351706
"2695",11,39.7,0.330708661417323
"2702",11,40.4,0.333333333333333
"2709",11,35,0.167979002624672
"154",12,38.5,0.244444444444444
"175",12,37.4,0.441269841269841
"182",12,32.5,0.123809523809524
"525",12,39.7,0.498507462686567
"546",12,39.3,0.223880597014925
"889",12,48.9,0.682926829268293
"896",12,36.9,0.579268292682927
"903",12,38.2,0.307926829268293
"1260",12,55,0.468085106382979
"1267",12,42.1,0.590425531914894
"1617",12,43.8,0.437158469945355
"1624",12,28.2,0.336065573770492
"1631",12,36.2,0.521857923497268
"1638",12,44.1,0.333333333333333
"1645",12,35.8,0.0901639344262295
"1981",12,42.5,0.305912596401028
"1988",12,38.7,0.210796915167095
"1995",12,30.9,0.526992287917738
"2002",12,45.6,0.280205655526992
"2352",12,27.9,0.523684210526316
"2359",12,46.1,0.460526315789474
"2366",12,48.3,0.302631578947368
"2373",12,48.4,0.121052631578947
"2716",12,36.4,0.433070866141732
"2723",12,52.7,0.461942257217848
"211",1,21.7,0.0865671641791045
"575",1,26.8,0.185975609756098
"939",1,36.5,0.0106382978723404
"1282",1,44.4,0
"1289",1,51.3,0.0819672131147541
"1296",1,40.2,0.0519125683060109
"1303",1,34.5,0.23224043715847
"1310",1,45,0.273224043715847
"1646",1,44.4,0.0745501285347044
"1660",1,33.6,0.0874035989717224
"2024",1,27,0.107894736842105
"2395",1,43.2,0.026246719160105
"218",2,30.7,0.134328358208955
"225",2,24.7,0
"232",2,30.9,0.140298507462687
"239",2,42.6,0.0776119402985075
"582",2,39.3,0.0396341463414634
"596",2,29.8,0.182926829268293
"960",2,25.7,0.138297872340426
"967",2,36,0.311170212765957
"1338",2,42.8,0.210382513661202
"1702",2,43,0.0154241645244216
"2045",2,37.8,0.231578947368421
"2052",2,46.3,0.068421052631579
"2059",2,39.4,0.05
"2409",2,35.4,0.233595800524934
"2416",2,28.7,0.115485564304462
"2423",2,30.9,0.0997375328083989
"2430",2,40.5,0
"253",3,39,0.0447761194029851
"260",3,34.8,0.0776119402985075
"267",3,39.1,0.152238805970149
"617",3,35.2,0
"624",3,35.3,0.024390243902439
"631",3,38.9,0.0701219512195122
"638",3,46.3,0.100609756097561
"981",3,33.8,0.164893617021277
"988",3,38.5,0.151595744680851
"995",3,35.1,0.0797872340425532
"1002",3,34.9,0.273936170212766
"1352",3,50.1,0.00819672131147541
"1359",3,37.2,0.128415300546448
"1709",3,20.8,0.0848329048843188
"1716",3,20,0.154241645244216
"1723",3,36,0.241645244215938
"1730",3,37,0
"2073",3,39.6,0.0105263157894737
"2080",3,36.3,0.0315789473684211
"2087",3,27.2,0.192105263157895
"2094",3,35.8,0.1
"2444",3,36.8,0.16010498687664
"2451",3,36.3,0.047244094488189
"2458",3,39.1,0.170603674540682
"2465",3,49.2,0.128608923884514
"295",4,45.1,0.211940298507463
"645",4,41.1,0.24390243902439
"652",4,47,0.23780487804878
"666",4,42.4,0.13719512195122
"1009",4,41.6,0.0531914893617021
"1016",4,45,0.109042553191489
"1023",4,46.3,0.183510638297872
"1373",4,41.7,0.418032786885246
"1380",4,40.6,0.183060109289617
"1387",4,45.8,0.371584699453552
"1394",4,49.1,0.0437158469945355
"1737",4,39.7,0.149100257069409
"1744",4,46.3,0.218508997429306
"1751",4,51.9,0.06426735218509
"1758",4,46.5,0.15681233933162
"1765",4,53.4,0.0359897172236504
"2108",4,37.9,0.0394736842105263
"2115",4,39.7,0.15
"2129",4,50.5,0.136842105263158
"309",5,47.8,0.343283582089552
"316",5,56.2,0.37910447761194
"330",5,50.2,0.164179104477612
"673",5,51.4,0.143292682926829
"687",5,56.5,0.314024390243902
"1051",5,63.1,0.375
"1058",5,56.5,0.0797872340425532
"1065",5,64.7,0.406914893617021
"1415",5,55.7,0.213114754098361
"1422",5,56.3,0.379781420765027
"1779",5,50.4,0.455012853470437
"2143",5,49.7,0.2
"2150",5,56.5,0.328947368421053
"2157",5,53.7,0.0894736842105263
"2500",5,46.9,0.335958005249344
"2507",5,45.7,0.493438320209974
"2521",5,57.6,0.286089238845144
"337",6,61.8,0.259701492537313
"351",6,61.3,0.229850746268657
"715",6,66.1,0.216463414634146
"1079",6,66.9,0.468085106382979
"1093",6,64.4,0.353723404255319
"1443",6,66,0.423497267759563
"1814",6,63.8,0.352185089974293
"2164",6,52.8,0.189473684210526
"2542",6,62.8,0.283464566929134
"2549",6,65.7,0.414698162729659
"372",7,74.4,0.223880597014925
"393",7,69.8,0.253731343283582
"736",7,68.2,0.143292682926829
"750",7,65.2,0.143292682926829
"1485",7,73.2,0.366120218579235
"1828",7,68.7,0.208226221079692
"1835",7,69.6,0.143958868894602
"1856",7,67.1,0.38560411311054
"2213",7,66.5,0.228947368421053
"36",8,78.1,0.365079365079365
"43",8,77.8,0.323809523809524
"57",8,73.9,0.215873015873016
"400",8,69.4,0.161194029850746
"778",8,68.3,0.219512195121951
"792",8,69.1,0.277439024390244
"1135",8,67,0.231382978723404
"1506",8,75.3,0.243169398907104
"1863",8,69.4,0.161953727506427
"2598",8,68.8,0.217847769028871
"2612",8,65.5,0.21259842519685
"85",9,63.8,0.244444444444444
"435",9,68,0.298507462686567
"442",9,61.2,0.226865671641791
"799",9,70.1,0.222560975609756
"806",9,62.2,0.378048780487805
"813",9,66.1,0.338414634146341
"1177",9,70.7,0.409574468085106
"1184",9,59.4,0.242021276595745
"1534",9,71.3,0.289617486338798
"1548",9,57.6,0.382513661202186
"1891",9,60,0.159383033419023
"1898",9,61.1,0.197943444730077
"2262",9,62.6,0.271052631578947
"2647",9,66.9,0.228346456692913
"106",10,58.7,0.361904761904762
"470",10,55.1,0.304477611940298
"477",10,58.3,0.26865671641791
"484",10,54.3,0.334328358208955
"827",10,59.6,0.307926829268293
"834",10,53.3,0.210365853658537
"841",10,56,0.240853658536585
"848",10,57.6,0.338414634146341
"1191",10,56.2,0.356382978723404
"1205",10,46.1,0.396276595744681
"1562",10,62.2,0.131147540983607
"1576",10,53.7,0.278688524590164
"1583",10,61.1,0.341530054644809
"1947",10,60.4,0.403598971722365
"2297",10,52.8,0.165789473684211
"2304",10,48.5,0.368421052631579
"2311",10,56.8,0.271052631578947
"2675",10,53.4,0.173228346456693
"141",11,43.2,0.136507936507936
"148",11,36.6,0.0380952380952381
"491",11,49.4,0.0447761194029851
"498",11,52.5,0.22089552238806
"512",11,30.5,0.280597014925373
"862",11,53.2,0.0457317073170732
"869",11,38.1,0.0762195121951219
"876",11,52.6,0.0640243902439024
"1226",11,53.2,0.186170212765957
"1233",11,47.6,0.26063829787234
"1240",11,50.1,0.0771276595744681
"1590",11,49.9,0.273224043715847
"1597",11,51.3,0.234972677595628
"1604",11,47,0.265027322404372
"1611",11,43.4,0.092896174863388
"1954",11,54.5,0.161953727506427
"1968",11,54.8,0.300771208226221
"1975",11,48.9,0.0745501285347044
"2318",11,47.7,0.128947368421053
"2325",11,39.9,0.123684210526316
"2339",11,47.7,0.0789473684210526
"2696",11,41.5,0.112860892388451
"2703",11,50.2,0.304461942257218
"162",12,46.2,0.447619047619048
"169",12,44.5,0.307936507936508
"526",12,34,0.167164179104478
"533",12,40,0.149253731343284
"540",12,51.9,0.313432835820896
"890",12,41.9,0.271341463414634
"1268",12,38.5,0.26063829787234
"1275",12,52.9,0.308510638297872
"1618",12,38.2,0.136612021857924
"1625",12,29.9,0.245901639344262
"1632",12,49.8,0.243169398907104
"1989",12,39,0.146529562982005
"1996",12,27.6,0.233933161953728
"2346",12,46,0.276315789473684
"2360",12,43.8,0.444736842105263
"2367",12,36.7,0.136842105263158
"2717",12,31.8,0.141732283464567
"2724",12,47.7,0.267716535433071
