"","day","mo","NUM_COLLISIONS"
"334",4,5,0.850746268656716
"670",4,5,0.75
"684",4,5,0.777439024390244
"698",4,5,0.789634146341463
"1055",4,5,0.566489361702128
"1062",4,5,0.74468085106383
"1405",4,5,0.530054644808743
"1419",4,5,0.715846994535519
"1426",4,5,0.846994535519126
"1769",4,5,0.629820051413882
"1776",4,5,0.591259640102828
"1790",4,5,0.735218508997429
"2140",4,5,0.552631578947368
"2504",4,5,0.503937007874016
"348",4,6,0.402985074626866
"705",4,6,0.503048780487805
"712",4,6,0.484756097560976
"726",4,6,0.810975609756098
"1069",4,6,0.398936170212766
"1076",4,6,0.702127659574468
"1433",4,6,0.685792349726776
"1440",4,6,0.693989071038251
"1447",4,6,0.702185792349727
"2189",4,6,0.747368421052632
"2532",4,6,0.900262467191601
"2539",4,6,0.611548556430446
"26",4,7,0.638095238095238
"376",4,7,0.447761194029851
"390",4,7,0.319402985074627
"740",4,7,0.548780487804878
"754",4,7,0.411585365853659
"1104",4,7,0.438829787234043
"1111",4,7,0.75531914893617
"1475",4,7,0.844262295081967
"2217",4,7,0.402631578947368
"411",4,8,0.594029850746269
"425",4,8,0.513432835820895
"768",4,8,0.551829268292683
"775",4,8,0.673780487804878
"789",4,8,0.652439024390244
"1146",4,8,0.526595744680851
"1888",4,8,0.416452442159383
"2224",4,8,0.707894736842105
"2238",4,8,0.510526315789474
"2245",4,8,0.413157894736842
"2595",4,8,0.643044619422572
"2602",4,8,0.417322834645669
"82",4,9,0.377777777777778
"432",4,9,0.277611940298507
"439",4,9,0.880597014925373
"446",4,9,0.405970149253731
"453",4,9,0.346268656716418
"810",4,9,0.75
"817",4,9,0.265243902439024
"1538",4,9,0.887978142076503
"1552",4,9,0.524590163934426
"1895",4,9,0.858611825192802
"1909",4,9,0.203084832904884
"1916",4,9,0.730077120822622
"2273",4,9,0.542105263157895
"2280",4,9,0.576315789473684
"2630",4,9,0.755905511811024
"2637",4,9,0.535433070866142
"103",4,10,0.806349206349206
"467",4,10,0.474626865671642
"481",4,10,0.692537313432836
"824",4,10,0.469512195121951
"831",4,10,0.289634146341463
"838",4,10,0.603658536585366
"845",4,10,0.716463414634146
"852",4,10,0.676829268292683
"1188",4,10,0.747340425531915
"1195",4,10,0.702127659574468
"1209",4,10,0.702127659574468
"1573",4,10,0.628415300546448
"1923",4,10,0.516709511568123
"1930",4,10,0.377892030848329
"1944",4,10,0.519280205655527
"2294",4,10,0.757894736842105
"2301",4,10,0.742105263157895
"2308",4,10,0.815789473684211
"2651",4,10,0.758530183727034
"2658",4,10,0.561679790026247
"2665",4,10,0.543307086614173
"2679",4,10,0.564304461942257
"131",4,11,0.466666666666667
"138",4,11,0.698412698412698
"152",4,11,0.355555555555556
"495",4,11,0.734328358208955
"502",4,11,0.656716417910448
"859",4,11,0.75609756097561
"873",4,11,0.704268292682927
"1230",4,11,0.625
"1587",4,11,0.702185792349727
"1594",4,11,0.748633879781421
"1601",4,11,0.751366120218579
"1958",4,11,0.632390745501285
"1965",4,11,0.912596401028278
"1979",4,11,0.532133676092545
"2322",4,11,0.468421052631579
"2343",4,11,0.507894736842105
"2693",4,11,0.377952755905512
"2700",4,11,0.645669291338583
"173",4,12,0.644444444444444
"180",4,12,0.387301587301587
"523",4,12,0.516417910447761
"530",4,12,0.740298507462687
"537",4,12,0.617910447761194
"887",4,12,0.615853658536585
"894",4,12,0.807926829268293
"901",4,12,0.661585365853659
"1251",4,12,0.587765957446808
"1258",4,12,0.707446808510638
"1272",4,12,0.534574468085106
"1615",4,12,0.825136612021858
"1622",4,12,0.554644808743169
"1629",4,12,0.866120218579235
"1643",4,12,0.300546448087432
"1986",4,12,0.609254498714653
"2000",4,12,0.735218508997429
"2350",4,12,0.6
"2357",4,12,0.613157894736842
"2371",4,12,0.339473684210526
"2714",4,12,0.514435695538058
"2721",4,12,0.519685039370079
"2728",4,12,0.782152230971129
"188",5,1,0.313432835820896
"202",5,1,0.480597014925373
"580",5,1,0.475609756097561
"916",5,1,0.106382978723404
"930",5,1,0.428191489361702
"1287",5,1,0.46448087431694
"1301",5,1,0.737704918032787
"1658",5,1,0.380462724935733
"1672",5,1,0.326478149100257
"2015",5,1,0.65
"2022",5,1,0.660526315789474
"2029",5,1,0.384210526315789
"2036",5,1,0.589473684210526
"2379",5,1,0.517060367454068
"2386",5,1,0.637795275590551
"2400",5,1,0.695538057742782
"216",5,2,0.519402985074627
"237",5,2,0.391044776119403
"587",5,2,0.826219512195122
"601",5,2,0.429878048780488
"608",5,2,0.765243902439024
"1315",5,2,0.478142076502732
"1329",5,2,0.273224043715847
"1336",5,2,0.120218579234973
"1679",5,2,0.393316195372751
"1686",5,2,0.647814910025707
"1693",5,2,0.575835475578406
"2043",5,2,0.431578947368421
"2050",5,2,0.342105263157895
"2057",5,2,0.339473684210526
"2414",5,2,0.68241469816273
"2421",5,2,0.564304461942257
"244",5,3,0.605970149253731
"258",5,3,0.617910447761194
"265",5,3,0.608955223880597
"272",5,3,0.358208955223881
"615",5,3,0.393292682926829
"622",5,3,0.551829268292683
"629",5,3,0.564024390243902
"636",5,3,0.384146341463415
"986",5,3,0.550531914893617
"993",5,3,0.446808510638298
"1000",5,3,0.345744680851064
"1343",5,3,0.691256830601093
"1350",5,3,0.655737704918033
"1357",5,3,0.579234972677596
"1364",5,3,0.311475409836066
"1707",5,3,0.74293059125964
"1714",5,3,0.401028277634961
"1721",5,3,0.77120822622108
"1728",5,3,0.508997429305913
"1735",5,3,0.763496143958869
"2078",5,3,0.784210526315789
"2085",5,3,0.789473684210526
"2442",5,3,0.658792650918635
"2449",5,3,0.713910761154856
"2456",5,3,0.832020997375328
"279",5,4,0.543283582089552
"286",5,4,0.743283582089552
"293",5,4,0.507462686567164
"643",5,4,0.664634146341463
"650",5,4,0.625
"657",5,4,0.280487804878049
"664",5,4,0.649390243902439
"1007",5,4,0.236702127659574
"1014",5,4,0.223404255319149
"1021",5,4,0.736702127659574
"1028",5,4,0.728723404255319
"1371",5,4,0.737704918032787
"1378",5,4,0.721311475409836
"1385",5,4,0.822404371584699
"1399",5,4,0.23224043715847
"1742",5,4,0.611825192802057
"1756",5,4,0.601542416452442
"2106",5,4,0.163157894736842
"2113",5,4,0.794736842105263
"2120",5,4,0.668421052631579
"2470",5,4,0.78740157480315
"2484",5,4,0.393700787401575
"2491",5,4,0.259842519685039
"307",5,5,0.853731343283582
"328",5,5,0.8
"685",5,5,0.902439024390244
"692",5,5,0.780487804878049
"1035",5,5,0.638297872340426
"1406",5,5,0.808743169398907
"1770",5,5,0.822622107969152
"1777",5,5,0.928020565552699
"1791",5,5,0.822622107969152
"2134",5,5,0.710526315789474
"2141",5,5,0.926315789473684
"2148",5,5,0.428947368421053
"2155",5,5,0.910526315789474
"2505",5,5,0.679790026246719
"2519",5,5,0.858267716535433
"2526",5,5,0.955380577427822
"349",5,6,0.874626865671642
"363",5,6,0.62089552238806
"713",5,6,0.926829268292683
"727",5,6,0.780487804878049
"1084",5,6,0.877659574468085
"1812",5,6,0.516709511568123
"1819",5,6,0.866323907455013
"1826",5,6,0.748071979434447
"2540",5,6,0.913385826771654
"2547",5,6,0.971128608923885
"20",5,7,0.638095238095238
"370",5,7,0.525373134328358
"377",5,7,0.594029850746269
"384",5,7,0.886567164179105
"391",5,7,0.647761194029851
"1105",5,7,0.816489361702128
"1126",5,7,0.933510638297872
"1469",5,7,0.491803278688525
"1483",5,7,0.920765027322404
"1833",5,7,0.560411311053985
"1840",5,7,0.645244215938303
"2197",5,7,0.528947368421053
"2568",5,7,0.908136482939633
"34",5,8,0.59047619047619
"41",5,8,0.679365079365079
"398",5,8,0.674626865671642
"405",5,8,0.534328358208955
"419",5,8,0.704477611940298
"426",5,8,0.594029850746269
"776",5,8,0.359756097560976
"783",5,8,0.5
"790",5,8,0.692073170731707
"2253",5,8,0.447368421052632
"83",5,9,0.796825396825397
"90",5,9,0.952380952380952
"440",5,9,0.752238805970149
"454",5,9,0.456716417910448
"811",5,9,0.74390243902439
"818",5,9,0.728658536585366
"1161",5,9,0.640957446808511
"1182",5,9,0.486702127659574
"1525",5,9,0.724043715846995
"1539",5,9,0.950819672131147
"1889",5,9,0.57840616966581
"1896",5,9,0.730077120822622
"1910",5,9,0.406169665809769
"1917",5,9,0.773778920308483
"2260",5,9,0.573684210526316
"2281",5,9,0.681578947368421
"2631",5,9,0.750656167979003
"2645",5,9,0.792650918635171
"104",5,10,0.606349206349206
"468",5,10,0.659701492537313
"475",5,10,0.835820895522388
"482",5,10,0.737313432835821
"825",5,10,0.960365853658537
"832",5,10,0.417682926829268
"839",5,10,0.74390243902439
"846",5,10,0.807926829268293
"853",5,10,0.804878048780488
"1196",5,10,0.962765957446808
"1203",5,10,0.728723404255319
"1210",5,10,0.904255319148936
"1217",5,10,0.76063829787234
"1567",5,10,0.915300546448087
"1581",5,10,1
"1931",5,10,0.519280205655527
"1938",5,10,0.943444730077121
"1945",5,10,0.778920308483291
"2288",5,10,0.902631578947368
"2295",5,10,0.992105263157895
"2302",5,10,0.878947368421053
"2309",5,10,0.773684210526316
"2652",5,10,0.805774278215223
"2659",5,10,0.538057742782152
"2666",5,10,0.611548556430446
"132",5,11,0.904761904761905
"153",5,11,0.549206349206349
"489",5,11,0.925373134328358
"496",5,11,0.841791044776119
"503",5,11,0.647761194029851
"510",5,11,0.901492537313433
"517",5,11,0.11044776119403
"860",5,11,0.722560975609756
"867",5,11,0.76219512195122
"874",5,11,0.832317073170732
"881",5,11,0.121951219512195
"1224",5,11,0.569148936170213
"1231",5,11,0.731382978723404
"1588",5,11,0.942622950819672
"1595",5,11,0.636612021857924
"1602",5,11,0.939890710382514
"1959",5,11,0.688946015424165
"1966",5,11,0.920308483290488
"2316",5,11,0.771052631578947
"2330",5,11,0.702631578947368
"2344",5,11,0.763157894736842
"2687",5,11,0.721784776902887
"2694",5,11,0.57742782152231
"2701",5,11,0.608923884514436
"167",5,12,0.777777777777778
"181",5,12,0.488888888888889
"531",5,12,0.880597014925373
"545",5,12,0.226865671641791
"888",5,12,0.820121951219512
"895",5,12,0.86280487804878
"909",5,12,0.128048780487805
"1252",5,12,0.73936170212766
"1266",5,12,0.970744680851064
"1616",5,12,0.704918032786885
"1623",5,12,0.734972677595628
"1637",5,12,0.710382513661202
"1644",5,12,0.412568306010929
"1980",5,12,0.812339331619537
"1987",5,12,0.580976863753213
"2351",5,12,0.663157894736842
"2365",5,12,0.865789473684211
"2372",5,12,0.6
"2715",5,12,0.425196850393701
"2722",5,12,0.942257217847769
"2729",5,12,0.779527559055118
"196",6,1,0.223880597014925
"203",6,1,0.250746268656716
"210",6,1,0.471641791044776
"560",6,1,0.185975609756098
"567",6,1,0.134146341463415
"574",6,1,0.216463414634146
"917",6,1,0.143617021276596
"924",6,1,0.210106382978723
"931",6,1,0.247340425531915
"938",6,1,0.0691489361702128
"945",6,1,0.329787234042553
"1288",6,1,0.333333333333333
"1295",6,1,0.35792349726776
"1309",6,1,0.448087431693989
"1659",6,1,0.10025706940874
"1666",6,1,0.0488431876606684
"1673",6,1,0.115681233933162
"2023",6,1,0.394736842105263
"2030",6,1,0.202631578947368
"2037",6,1,0.15
"2380",6,1,0.141732283464567
"2387",6,1,0.312335958005249
"2394",6,1,0.204724409448819
"2401",6,1,0.346456692913386
"217",6,2,0.4
"231",6,2,0.146268656716418
"588",6,2,0.0609756097560976
"595",6,2,0.341463414634146
"602",6,2,0.557926829268293
"973",6,2,0.361702127659574
"1316",6,2,0.330601092896175
"1323",6,2,0.131147540983607
"1330",6,2,0.336065573770492
"1680",6,2,0.218508997429306
"1687",6,2,0.141388174807198
"2058",6,2,0.397368421052632
"2065",6,2,0.228947368421053
"2408",6,2,0.461942257217848
"2415",6,2,0.364829396325459
"2422",6,2,0.351706036745407
"245",6,3,0.22089552238806
"252",6,3,0.504477611940298
"259",6,3,0.361194029850746
"266",6,3,0.262686567164179
"273",6,3,0.337313432835821
"616",6,3,0.338414634146341
"623",6,3,0.350609756097561
"630",6,3,0.271341463414634
"637",6,3,0.503048780487805
"980",6,3,0.468085106382979
"987",6,3,0.279255319148936
"1001",6,3,0.151595744680851
"1344",6,3,0.461748633879781
"1358",6,3,0.295081967213115
"1365",6,3,0.26775956284153
"1708",6,3,0.205655526992288
"1715",6,3,0.236503856041131
"1722",6,3,0.123393316195373
"1729",6,3,0.295629820051414
"2079",6,3,0.3
"2086",6,3,0.286842105263158
"2100",6,3,0.357894736842105
"2436",6,3,0.63254593175853
"2450",6,3,0.391076115485564
"2457",6,3,0.338582677165354
"280",6,4,0.391044776119403
"287",6,4,0.462686567164179
"294",6,4,0.394029850746269
"644",6,4,0.536585365853659
"658",6,4,0.36890243902439
"665",6,4,0.439024390243902
"1008",6,4,0.279255319148936
"1015",6,4,0.462765957446808
"1029",6,4,0.50531914893617
"1372",6,4,0.450819672131148
"1379",6,4,0.341530054644809
"1386",6,4,0.674863387978142
"1393",6,4,0.592896174863388
"1400",6,4,0.407103825136612
"1736",6,4,0.347043701799486
"1743",6,4,0.439588688946015
"1757",6,4,0.244215938303342
"1764",6,4,0.526992287917738
"2107",6,4,0.0894736842105263
"2114",6,4,0.45
"2121",6,4,0.344736842105263
"2478",6,4,0.519685039370079
"2485",6,4,0.144356955380577
"2492",6,4,0.328083989501312
"308",6,5,0.537313432835821
"315",6,5,0.367164179104478
"329",6,5,0.340298507462687
"679",6,5,0.442073170731707
"686",6,5,0.655487804878049
"693",6,5,0.25
"700",6,5,0.557926829268293
"1057",6,5,0.382978723404255
"1407",6,5,0.379781420765027
"1428",6,5,0.532786885245902
"1771",6,5,0.588688946015424
"1778",6,5,0.583547557840617
"1785",6,5,0.401028277634961
"2135",6,5,0.392105263157895
"2149",6,5,0.342105263157895
"2156",6,5,0.389473684210526
"2506",6,5,0.619422572178478
"2520",6,5,0.312335958005249
"343",6,6,0.51044776119403
"364",6,6,0.570149253731343
"1071",6,6,0.521276595744681
"1085",6,6,0.273936170212766
"1442",6,6,0.415300546448087
"1456",6,6,0.699453551912568
"1813",6,6,0.508997429305913
"2163",6,6,0.444736842105263
"2184",6,6,0.157894736842105
"2534",6,6,0.469816272965879
"2548",6,6,0.614173228346457
"371",6,7,0.346268656716418
"385",6,7,0.450746268656716
"392",6,7,0.346268656716418
"735",6,7,0.307926829268293
"1463",6,7,0.377049180327869
"1484",6,7,0.595628415300546
"1827",6,7,0.3573264781491
"1834",6,7,0.331619537275064
"1855",6,7,0.143958868894602
"2198",6,7,0.192105263157895
"2212",6,7,0.444736842105263
"35",6,8,0.523809523809524
"42",6,8,0.33015873015873
"399",6,8,0.274626865671642
"406",6,8,0.283582089552239
"420",6,8,0.37910447761194
"763",6,8,0.414634146341463
"784",6,8,0.152439024390244
"1127",6,8,0.707446808510638
"1134",6,8,0.38031914893617
"1876",6,8,0.467866323907455
"2240",6,8,0.331578947368421
"2597",6,8,0.448818897637795
"2611",6,8,0.296587926509186
"70",6,9,0.619047619047619
"77",6,9,0.488888888888889
"84",6,9,0.457142857142857
"434",6,9,0.552238805970149
"441",6,9,0.355223880597015
"798",6,9,0.454268292682927
"805",6,9,0.469512195121951
"1162",6,9,0.36968085106383
"1169",6,9,0.404255319148936
"1183",6,9,0.412234042553192
"1547",6,9,0.491803278688525
"1911",6,9,0.44987146529563
"2254",6,9,0.2
"2275",6,9,0.286842105263158
"98",6,10,0.307936507936508
"112",6,10,0.584126984126984
"119",6,10,0.384126984126984
"469",6,10,0.465671641791045
"476",6,10,0.211940298507463
"483",6,10,0.674626865671642
"826",6,10,0.38719512195122
"833",6,10,0.432926829268293
"847",6,10,0.338414634146341
"1190",6,10,0.409574468085106
"1197",6,10,0.656914893617021
"1204",6,10,0.433510638297872
"1211",6,10,0.311170212765957
"1554",6,10,0.407103825136612
"1575",6,10,0.538251366120219
"1582",6,10,0.497267759562842
"2296",6,10,0.326315789473684
"2303",6,10,0.463157894736842
"2653",6,10,0.409448818897638
"2660",6,10,0.26509186351706
"2667",6,10,0.485564304461942
"2674",6,10,0.325459317585302
"140",6,11,0.441269841269841
"147",6,11,0.174603174603175
"490",6,11,0.450746268656716
"497",6,11,0.51044776119403
"511",6,11,0.405970149253731
"861",6,11,0.423780487804878
"868",6,11,0.38109756097561
"875",6,11,0.329268292682927
"1225",6,11,0.26063829787234
"1232",6,11,0.561170212765957
"1239",6,11,0.518617021276596
"1596",6,11,0.467213114754098
"1603",6,11,0.710382513661202
"1953",6,11,0.403598971722365
"1960",6,11,0.429305912596401
"1967",6,11,0.444730077120823
"2317",6,11,0.534210526315789
"2324",6,11,0.402631578947368
"2331",6,11,0.278947368421053
"2338",6,11,0.218421052631579
"2681",6,11,0.275590551181102
"2688",6,11,0.26509186351706
"2695",6,11,0.330708661417323
"2702",6,11,0.333333333333333
"2709",6,11,0.167979002624672
"154",6,12,0.244444444444444
"175",6,12,0.441269841269841
"182",6,12,0.123809523809524
"525",6,12,0.498507462686567
"546",6,12,0.223880597014925
"889",6,12,0.682926829268293
"896",6,12,0.579268292682927
"903",6,12,0.307926829268293
"1260",6,12,0.468085106382979
"1267",6,12,0.590425531914894
"1617",6,12,0.437158469945355
"1624",6,12,0.336065573770492
"1631",6,12,0.521857923497268
"1638",6,12,0.333333333333333
"1645",6,12,0.0901639344262295
"1981",6,12,0.305912596401028
"1988",6,12,0.210796915167095
"1995",6,12,0.526992287917738
"2002",6,12,0.280205655526992
"2352",6,12,0.523684210526316
"2359",6,12,0.460526315789474
"2366",6,12,0.302631578947368
"2373",6,12,0.121052631578947
"2716",6,12,0.433070866141732
"2723",6,12,0.461942257217848
"211",7,1,0.0865671641791045
"575",7,1,0.185975609756098
"939",7,1,0.0106382978723404
"1282",7,1,0
"1289",7,1,0.0819672131147541
"1296",7,1,0.0519125683060109
"1303",7,1,0.23224043715847
"1310",7,1,0.273224043715847
"1646",7,1,0.0745501285347044
"1660",7,1,0.0874035989717224
"2024",7,1,0.107894736842105
"2395",7,1,0.026246719160105
"218",7,2,0.134328358208955
"225",7,2,0
"232",7,2,0.140298507462687
"239",7,2,0.0776119402985075
"582",7,2,0.0396341463414634
"596",7,2,0.182926829268293
"960",7,2,0.138297872340426
"967",7,2,0.311170212765957
"1338",7,2,0.210382513661202
"1702",7,2,0.0154241645244216
"2045",7,2,0.231578947368421
"2052",7,2,0.068421052631579
"2059",7,2,0.05
"2409",7,2,0.233595800524934
"2416",7,2,0.115485564304462
"2423",7,2,0.0997375328083989
"2430",7,2,0
"253",7,3,0.0447761194029851
"260",7,3,0.0776119402985075
"267",7,3,0.152238805970149
"617",7,3,0
"624",7,3,0.024390243902439
"631",7,3,0.0701219512195122
"638",7,3,0.100609756097561
"981",7,3,0.164893617021277
"988",7,3,0.151595744680851
"995",7,3,0.0797872340425532
"1002",7,3,0.273936170212766
"1352",7,3,0.00819672131147541
"1359",7,3,0.128415300546448
"1709",7,3,0.0848329048843188
"1716",7,3,0.154241645244216
"1723",7,3,0.241645244215938
"1730",7,3,0
"2073",7,3,0.0105263157894737
"2080",7,3,0.0315789473684211
"2087",7,3,0.192105263157895
"2094",7,3,0.1
"2444",7,3,0.16010498687664
"2451",7,3,0.047244094488189
"2458",7,3,0.170603674540682
"2465",7,3,0.128608923884514
"295",7,4,0.211940298507463
"645",7,4,0.24390243902439
"652",7,4,0.23780487804878
"666",7,4,0.13719512195122
"1009",7,4,0.0531914893617021
"1016",7,4,0.109042553191489
"1023",7,4,0.183510638297872
"1373",7,4,0.418032786885246
"1380",7,4,0.183060109289617
"1387",7,4,0.371584699453552
"1394",7,4,0.0437158469945355
"1737",7,4,0.149100257069409
"1744",7,4,0.218508997429306
"1751",7,4,0.06426735218509
"1758",7,4,0.15681233933162
"1765",7,4,0.0359897172236504
"2108",7,4,0.0394736842105263
"2115",7,4,0.15
"2129",7,4,0.136842105263158
"309",7,5,0.343283582089552
"316",7,5,0.37910447761194
"330",7,5,0.164179104477612
"673",7,5,0.143292682926829
"687",7,5,0.314024390243902
"1051",7,5,0.375
"1058",7,5,0.0797872340425532
"1065",7,5,0.406914893617021
"1415",7,5,0.213114754098361
"1422",7,5,0.379781420765027
"1779",7,5,0.455012853470437
"2143",7,5,0.2
"2150",7,5,0.328947368421053
"2157",7,5,0.0894736842105263
"2500",7,5,0.335958005249344
"2507",7,5,0.493438320209974
"2521",7,5,0.286089238845144
"337",7,6,0.259701492537313
"351",7,6,0.229850746268657
"715",7,6,0.216463414634146
"1079",7,6,0.468085106382979
"1093",7,6,0.353723404255319
"1443",7,6,0.423497267759563
"1814",7,6,0.352185089974293
"2164",7,6,0.189473684210526
"2542",7,6,0.283464566929134
"2549",7,6,0.414698162729659
"372",7,7,0.223880597014925
"393",7,7,0.253731343283582
"736",7,7,0.143292682926829
"750",7,7,0.143292682926829
"1485",7,7,0.366120218579235
"1828",7,7,0.208226221079692
"1835",7,7,0.143958868894602
"1856",7,7,0.38560411311054
"2213",7,7,0.228947368421053
"36",7,8,0.365079365079365
"43",7,8,0.323809523809524
"57",7,8,0.215873015873016
"400",7,8,0.161194029850746
"778",7,8,0.219512195121951
"792",7,8,0.277439024390244
"1135",7,8,0.231382978723404
"1506",7,8,0.243169398907104
"1863",7,8,0.161953727506427
"2598",7,8,0.217847769028871
"2612",7,8,0.21259842519685
"85",7,9,0.244444444444444
"435",7,9,0.298507462686567
"442",7,9,0.226865671641791
"799",7,9,0.222560975609756
"806",7,9,0.378048780487805
"813",7,9,0.338414634146341
"1177",7,9,0.409574468085106
"1184",7,9,0.242021276595745
"1534",7,9,0.289617486338798
"1548",7,9,0.382513661202186
"1891",7,9,0.159383033419023
"1898",7,9,0.197943444730077
"2262",7,9,0.271052631578947
"2647",7,9,0.228346456692913
"106",7,10,0.361904761904762
"470",7,10,0.304477611940298
"477",7,10,0.26865671641791
"484",7,10,0.334328358208955
"827",7,10,0.307926829268293
"834",7,10,0.210365853658537
"841",7,10,0.240853658536585
"848",7,10,0.338414634146341
"1191",7,10,0.356382978723404
"1205",7,10,0.396276595744681
"1562",7,10,0.131147540983607
"1576",7,10,0.278688524590164
"1583",7,10,0.341530054644809
"1947",7,10,0.403598971722365
"2297",7,10,0.165789473684211
"2304",7,10,0.368421052631579
"2311",7,10,0.271052631578947
"2675",7,10,0.173228346456693
"141",7,11,0.136507936507936
"148",7,11,0.0380952380952381
"491",7,11,0.0447761194029851
"498",7,11,0.22089552238806
"512",7,11,0.280597014925373
"862",7,11,0.0457317073170732
"869",7,11,0.0762195121951219
"876",7,11,0.0640243902439024
"1226",7,11,0.186170212765957
"1233",7,11,0.26063829787234
"1240",7,11,0.0771276595744681
"1590",7,11,0.273224043715847
"1597",7,11,0.234972677595628
"1604",7,11,0.265027322404372
"1611",7,11,0.092896174863388
"1954",7,11,0.161953727506427
"1968",7,11,0.300771208226221
"1975",7,11,0.0745501285347044
"2318",7,11,0.128947368421053
"2325",7,11,0.123684210526316
"2339",7,11,0.0789473684210526
"2696",7,11,0.112860892388451
"2703",7,11,0.304461942257218
"162",7,12,0.447619047619048
"169",7,12,0.307936507936508
"526",7,12,0.167164179104478
"533",7,12,0.149253731343284
"540",7,12,0.313432835820896
"890",7,12,0.271341463414634
"1268",7,12,0.26063829787234
"1275",7,12,0.308510638297872
"1618",7,12,0.136612021857924
"1625",7,12,0.245901639344262
"1632",7,12,0.243169398907104
"1989",7,12,0.146529562982005
"1996",7,12,0.233933161953728
"2346",7,12,0.276315789473684
"2360",7,12,0.444736842105263
"2367",7,12,0.136842105263158
"2717",7,12,0.141732283464567
"2724",7,12,0.267716535433071
