"","temp","visib","wdsp","NUM_COLLISIONS"
"1719",29.8,7.5,23.3,0.498714652956298
"1726",38.6,10,14.8,0.413881748071979
"1733",41.9,8.3,14.4,0.555269922879177
"2076",38.1,8.9,12.3,0.168421052631579
"2083",34.8,9.7,22.8,0.523684210526316
"2440",25.4,10,13.5,0.493438320209974
"2461",34.4,10,10.7,0.42257217847769
"277",42.6,10,17,0.394029850746269
"284",46.5,7.6,8.8,0.537313432835821
"291",52.1,8.3,11,0.402985074626866
"298",47.5,7,19.2,0.591044776119403
"648",46.8,9.6,10,0.582317073170732
"655",42.9,7.9,19.2,0.50609756097561
"662",49.5,9.2,8.6,0.402439024390244
"669",43.5,9.8,12.3,0.753048780487805
"1005",37.9,9.8,11.5,0.654255319148936
"1012",41.2,10,14.8,0.146276595744681
"1019",50.6,8.3,6.9,0.513297872340426
"1026",49.8,10,8.6,0.441489361702128
"1033",49.3,9.8,7.8,0.736702127659574
"1376",37,10,10.7,0.53551912568306
"1383",46.7,9.8,12.9,0.73224043715847
"1390",47.3,10,11.7,0.724043715846995
"1740",42.6,7.8,14.1,0.336760925449871
"1754",41.7,10,10.5,0.318766066838046
"1761",53.1,1.1,17.9,0.447300771208226
"2104",47.3,3.5,15.7,0.265789473684211
"2118",41.9,10,16.6,0.55
"2125",49.2,7.1,15.1,0.455263157894737
"2468",43.7,6.6,21.6,0.556430446194226
"2475",41.8,9.3,10.4,0.608923884514436
"2482",47.5,10,10.1,0.57742782152231
"312",59.4,7.5,10.5,0.656716417910448
"319",53.1,10,12.1,0.394029850746269
"326",57.8,2.5,7.1,0.507462686567164
"333",57.9,4.9,10.9,0.519402985074627
"697",51.1,2.6,15.2,0.408536585365854
"1047",59.5,8.7,12.2,0.672872340425532
"1054",58.8,6.1,11.2,0.702127659574468
"1061",62.4,8.5,13.4,0.784574468085106
"1404",47.3,7.9,12.8,0.603825136612022
"1418",55.5,10,11,0.666666666666667
"1768",54.7,9.5,13,0.663239074550129
"1775",48.7,9.9,4.5,0.544987146529563
"1782",57.9,9.8,11.3,0.763496143958869
"1789",53.9,9,9.2,0.475578406169666
"2132",54.5,10,13.1,0.892105263157895
"2139",51.2,4,7.7,0.678947368421053
"2146",55.3,9.3,8.5,0.613157894736842
"2503",53,10,9.2,0.650918635170604
"2510",48.5,9.7,10.8,0.761154855643045
"2517",56.7,10,12.8,0.766404199475066
"2524",54.6,8.1,13.2,0.5249343832021
"347",64,8.1,14,0.641791044776119
"354",62.6,8.4,12.2,0.662686567164179
"361",69.5,6.1,9.9,0.659701492537313
"711",61.2,9.3,11.3,0.524390243902439
"718",71.6,6.4,10.1,0.789634146341463
"1068",53,10,13.9,0.680851063829787
"1082",64.8,8.4,14.5,0.808510638297872
"1432",64,7.6,9.1,0.92896174863388
"1439",61.7,8.4,12.6,0.904371584699454
"1453",65.6,7.2,7.9,0.871584699453552
"1803",54.5,8.4,12.8,0.562982005141388
"1810",67.1,9.3,10.3,0.766066838046273
"1817",62.6,5.4,11.4,0.740359897172236
"2174",59.4,7.9,11.5,0.66578947368421
"2531",59.8,9.6,12.3,0.666666666666667
"389",74.9,5.7,8.4,0.51044776119403
"732",69,7.2,10.2,0.774390243902439
"739",69.4,5.1,12.3,0.503048780487805
"746",70.4,6,13.7,0.448170731707317
"753",69.2,9.9,9.9,0.570121951219512
"1096",65.5,6.5,10.4,0.747340425531915
"1117",73.7,7.8,9.2,0.574468085106383
"2209",71.2,7.9,9,0.618421052631579
"2573",70.9,5.7,9.3,0.601049868766404
"2580",66.1,9.9,9.1,0.590551181102362
"60",73.3,10,4.7,0.466666666666667
"410",68.4,8.3,9.6,0.662686567164179
"774",66.6,8.4,15.5,0.51219512195122
"1509",76.5,8.4,14.7,0.617486338797814
"1880",72.3,6.3,12.4,0.444730077120823
"1887",61.8,7,16,0.552699228791774
"2237",74.1,9.4,9.7,0.505263157894737
"67",75.2,6.7,5.4,0.628571428571429
"81",66.7,7.6,6.3,0.663492063492063
"431",68.5,8.9,8.8,0.608955223880597
"438",69.9,6.8,10.9,0.525373134328358
"795",74,8.1,9.7,0.536585365853659
"802",66.2,10,11.3,0.652439024390244
"816",58.9,10,6.7,0.49390243902439
"1166",75.8,7.6,10.3,0.898936170212766
"1180",62.4,10,9.8,0.263297872340426
"1187",70.5,4.1,15.5,0.617021276595745
"1530",70.3,8.4,13.1,0.590163934426229
"1537",68.4,10,12.4,0.948087431693989
"1551",63.1,5.7,11.3,0.560109289617486
"1894",69.6,6,13.6,0.390745501285347
"1908",66.1,3.2,21.3,0.326478149100257
"2272",66.5,7.8,11,0.173684210526316
"2279",69.4,6.9,14.7,0.794736842105263
"2636",56,9.9,11.3,0.535433070866142
"2643",63.8,10,9.7,0.532808398950131
"102",58.2,7.5,5.2,0.752380952380952
"123",49.7,8.6,5.5,0.463492063492064
"459",64.8,9.3,8.7,0.737313432835821
"466",56.4,10,11.6,0.385074626865672
"823",62.4,7.1,13.2,0.472560975609756
"830",65.2,9.4,12.3,0.716463414634146
"844",57,6.1,12.8,0.926829268292683
"1215",53.8,9.3,13.2,0.763297872340426
"1558",58.7,10,12.9,0.718579234972678
"1579",44.7,10,14.9,0.748633879781421
"1936",56.7,10,10.1,0.722365038560411
"1943",65.1,4.9,17.1,0.493573264781491
"2300",55.6,10,13.3,0.647368421052632
"2307",48.8,10,13.2,0.7
"2314",45.9,10,6.8,0.507894736842105
"2650",67.6,8.9,13.4,0.753280839895013
"2664",51.5,9.9,9.3,0.674540682414698
"2671",61.4,6.6,11.3,0.703412073490814
"137",42.8,9.6,7.7,0.704761904761905
"144",46.5,10,4.2,0.907936507936508
"151",37.5,9.3,7.1,0.346031746031746
"501",33.5,10,12.6,0.576119402985075
"508",38,10,14.5,0.617910447761194
"872",33.6,10,14.4,0.698170731707317
"1229",56.1,4,20.5,0.340425531914894
"1600",54.4,8,12.8,0.745901639344262
"1614",52.9,4.1,12.6,0.814207650273224
"1957",47,9.7,16.7,0.529562982005141
"1971",54.2,8,13.5,0.817480719794344
"1978",52.2,9.8,14.6,0.629820051413882
"2321",57.9,8.4,13.7,0.639473684210526
"2328",39.3,10,16.5,0.618421052631579
"2335",39.9,9.7,13.8,0.734210526315789
"2342",41,10,12.5,0.315789473684211
"2685",51.5,9.9,10.5,0.561679790026247
"2692",29,9.3,17.5,0.519685039370079
"2699",44.8,9.1,10,0.328083989501312
"158",52.6,9.1,6.3,0.352380952380952
"172",44,10,9.3,0.593650793650794
"179",32.2,8.8,9.5,0.406349206349206
"529",31.8,9.9,12.8,0.611940298507463
"536",35.4,8.7,13,0.898507462686567
"886",51.2,6.1,14.5,0.503048780487805
"900",48.6,8,8.8,0.460365853658537
"907",50.7,2.1,10.2,0.350609756097561
"1250",53.6,2.3,9.1,0.672872340425532
"1264",46.5,10,12.3,0.720744680851064
"1278",44.8,9.4,8.8,0.263297872340426
"1621",42.8,8.8,7.6,0.560109289617486
"1628",41.2,9.8,8.2,0.702185792349727
"1635",38.8,10,9.7,0.666666666666667
"1642",39.1,10,9.8,0.311475409836066
"1985",51.3,7.9,15,0.501285347043702
"1992",32.8,9.2,17.6,0.650385604113111
"1999",44.3,9.9,14.9,0.627249357326478
"2006",21.9,10,11,0.311053984575835
"2356",32.3,8.9,9.3,0.468421052631579
"2363",29.8,10,9.4,0.778947368421053
"2370",31.8,10,11.1,0.160526315789474
"2713",36.6,10,7.5,0.396325459317585
"2720",39.9,4.9,10.5,0.464566929133858
"2727",39.3,7.6,12.5,0.78740157480315
"187",21.8,10,9.8,0.444776119402985
"194",43.5,9.9,14.7,0.462686567164179
"201",39.4,8.6,8.6,0.271641791044776
"215",46.5,5.9,23.1,0.573134328358209
"551",31.1,5.8,10.9,0.606707317073171
"558",23.5,10,7.9,0.478658536585366
"579",22,10,8.1,0.771341463414634
"929",35.8,2.8,14.1,0.388297872340426
"943",29.2,10,8.5,0.311170212765957
"1293",28.9,8.1,11.4,0.450819672131148
"1300",30.9,10,14.5,0.639344262295082
"1650",36.4,10,15.4,0.246786632390745
"1657",47.8,5.4,12.6,0.488431876606684
"1664",40.7,7.4,7.6,0.395886889460154
"1671",44.3,9,9.7,0.275064267352185
"2028",32.4,8.4,10.2,0.476315789473684
"2035",28,10,13.2,0.392105263157895
"2378",39.4,9.5,9.2,0.270341207349081
"2385",34.9,9.7,14.7,0.469816272965879
"2392",29.4,10,11.2,0.485564304461942
"2399",46.5,5.2,19.2,0.501312335958005
"222",29.4,10,10.2,0.376119402985075
"229",36.6,8.4,8.9,0.68955223880597
"236",30.6,10,17.3,0.292537313432836
"586",30.4,8.6,11.5,0.503048780487805
"600",39.6,7.1,10.4,0.463414634146341
"607",24.7,8.6,8.4,0.509146341463415
"950",34.1,7.2,12.9,0.444148936170213
"964",27,6.9,11,0.300531914893617
"971",28,7.5,12,0.36436170212766
"1314",51.6,3.1,13,0.483606557377049
"1321",31.5,9.5,11.2,0.519125683060109
"1328",36,10,12.5,0.437158469945355
"1335",51,4.2,20.9,0.631147540983607
"1678",37.7,10,9.9,0.334190231362468
"1692",36.1,9.2,14.4,0.503856041131105
"2042",38.3,9.4,11.9,0.371052631578947
"2049",34.6,8.4,14.5,0.428947368421053
"2063",43.1,8.3,13.8,0.255263157894737
"2413",39.1,4.5,11.8,0.490813648293963
"2420",35.5,10,15.9,0.690288713910761
"2427",36.8,6.4,13.3,0.514435695538058
"2434",26,7.4,8,0.782152230971129
"257",37,9.7,10.4,0.46865671641791
"264",38.3,9.8,10.9,0.322388059701493
"271",42.5,9.9,12.5,0.444776119402985
"614",26.3,9.1,16.4,0.469512195121951
"621",32.2,3.9,14.7,0.429878048780488
"628",41.7,6.3,14.9,0.679878048780488
"635",28.4,10,18.2,0.408536585365854
"985",38.1,10,14.1,0.48936170212766
"992",27.6,10,18.3,0.478723404255319
"999",42.6,4.2,12.8,0.327127659574468
"1342",29.9,10,12.2,0.527322404371585
"1363",45.1,9.6,11.3,0.554644808743169
"1706",47.8,6.9,21.6,0.506426735218509
"1713",45.9,9.1,17.7,0.537275064267352
"1727",26.4,10,17.1,0.634961439588689
"1734",40,10,12.8,0.470437017994859
"2077",39.6,8.2,15.8,0.473684210526316
"2084",36.5,9.7,20.1,0.621052631578947
"2091",36.1,6.6,21.5,0.807894736842105
"2441",22.1,10,12.5,0.406824146981627
"2455",40.7,10,12.7,0.585301837270341
"278",39,10,14,0.495522388059702
"285",46.2,6.6,10,0.349253731343284
"292",46.5,10,8.8,0.456716417910448
"299",50.8,7.2,10.4,0.546268656716418
"642",40.9,10,8.4,0.573170731707317
"656",37.5,10,15.2,0.317073170731707
"663",49.6,10,19.1,0.554878048780488
"1020",46.4,10,8.6,0.420212765957447
"1027",46.9,9.8,13.4,0.558510638297872
"1034",48.1,10,7.8,0.632978723404255
"1384",44,10,15.8,0.66120218579235
"1391",49.6,10,13.4,0.715846994535519
"1741",41.9,7.9,12.9,0.660668380462725
"1748",49.8,9.5,8.2,0.344473007712082
"1755",47.5,5.9,9.8,0.452442159383033
"2105",39.9,10,17,0.205263157894737
"2126",50,3.2,12.7,0.726315789473684
"2469",44.5,9.8,16.5,0.679790026246719
"2476",40.3,10,10.8,0.356955380577428
"2483",43.7,9.6,12.1,0.364829396325459
"306",49.9,9.5,5,0.552238805970149
"320",57.7,7.1,12.5,0.474626865671642
"334",60.9,6.1,11.6,0.850746268656716
"670",50.3,3.2,13.3,0.75
"684",57.8,10,9.6,0.777439024390244
"698",52,10,11.2,0.789634146341463
"1055",54.8,10,7.7,0.566489361702128
"1062",62.4,9.2,11.7,0.74468085106383
"1405",45.5,5.9,21.5,0.530054644808743
"1419",53.9,10,6.7,0.715846994535519
"1426",65.7,9.7,7.7,0.846994535519126
"1769",51.5,10,10.6,0.629820051413882
"1776",49.5,10,7.6,0.591259640102828
"1790",53.8,5.6,11.6,0.735218508997429
"2140",51,6.2,12.2,0.552631578947368
"2504",47.7,10,7.6,0.503937007874016
"348",60.8,10,8.7,0.402985074626866
"705",60,5.8,7.1,0.503048780487805
"712",61,10,13.4,0.484756097560976
"726",66.7,3.5,10.2,0.810975609756098
"1069",52.2,10,7.9,0.398936170212766
"1076",64.6,9.1,11.8,0.702127659574468
"1433",55.7,6.8,9.3,0.685792349726776
"1440",59.9,10,16.7,0.693989071038251
"1447",65.2,10,6.6,0.702185792349727
"2189",64.1,6.3,14.6,0.747368421052632
"2532",62,5.2,12.5,0.900262467191601
"2539",56.7,6.2,12.4,0.611548556430446
"26",78,8.9,4.3,0.638095238095238
"376",71.8,4.9,9.5,0.447761194029851
"390",67.7,9.7,13.8,0.319402985074627
"740",69.4,5.4,6.1,0.548780487804878
"754",69.6,6.4,8.5,0.411585365853659
"1104",69.1,8.5,9.8,0.438829787234043
"1111",67.3,9.2,16.6,0.75531914893617
"1475",69.1,9.3,10.9,0.844262295081967
"2217",69.8,4.7,13.9,0.402631578947368
"411",67.2,10,10.2,0.594029850746269
"425",65.7,5.8,11.3,0.513432835820895
"768",69.3,9.2,6.3,0.551829268292683
"775",67.8,9.1,9.7,0.673780487804878
"789",71,6.8,8.8,0.652439024390244
"1146",73.4,6.4,9.7,0.526595744680851
"1888",66.2,9.6,9.7,0.416452442159383
"2224",73.7,5.4,11.6,0.707894736842105
"2238",77.2,9.1,10.1,0.510526315789474
"2245",70,9.7,9.3,0.413157894736842
"2595",73.3,9.4,11.5,0.643044619422572
"2602",68.6,8.6,8.5,0.417322834645669
"82",61,10,4.6,0.377777777777778
"432",67.4,10,10.4,0.277611940298507
"439",70.2,5.3,11.4,0.880597014925373
"446",62.4,10,9.6,0.405970149253731
"453",56.8,10,8,0.346268656716418
"810",61.1,10,5,0.75
"817",59.7,8.6,8.9,0.265243902439024
"1538",64.5,10,14.4,0.887978142076503
"1552",60,9.3,17.8,0.524590163934426
"1895",67.1,7.9,13,0.858611825192802
"1909",63.9,3.4,29.6,0.203084832904884
"1916",69.4,4.9,9.3,0.730077120822622
"2273",63.7,9.1,11.3,0.542105263157895
"2280",66.3,8.5,13.2,0.576315789473684
"2630",65.4,6.2,11.2,0.755905511811024
"2637",57.3,10,11.4,0.535433070866142
"103",53.4,10,5.5,0.806349206349206
"467",58.4,10,11.6,0.474626865671642
"481",48.4,9.9,10.8,0.692537313432836
"824",59.9,9.4,17.6,0.469512195121951
"831",60.8,9.7,12.6,0.289634146341463
"838",65,6.6,12,0.603658536585366
"845",59.5,8.7,10.7,0.716463414634146
"852",56.1,9.4,8.9,0.676829268292683
"1188",59.7,8.1,21.4,0.747340425531915
"1195",59.8,10,8.2,0.702127659574468
"1209",60.5,8.8,9.7,0.702127659574468
"1573",60.4,9.1,10.5,0.628415300546448
"1923",63.7,8.4,15.8,0.516709511568123
"1930",57.1,10,14.5,0.377892030848329
"1944",60.1,7.8,11.3,0.519280205655527
"2294",67.2,4.1,8.9,0.757894736842105
"2301",45.6,10,16.3,0.742105263157895
"2308",45.3,10,14.2,0.815789473684211
"2651",55.3,10,12.5,0.758530183727034
"2658",54.5,4.9,28.8,0.561679790026247
"2665",58.2,9.9,28,0.543307086614173
"2679",62.5,5.4,13.1,0.564304461942257
"131",41.2,5.1,15.2,0.466666666666667
"138",40.4,10,5.3,0.698412698412698
"152",37.5,9.7,5.8,0.355555555555556
"495",57.8,7.1,11.4,0.734328358208955
"502",42.8,10,14.2,0.656716417910448
"859",53.6,9.4,5.6,0.75609756097561
"873",45.7,9.8,16.1,0.704268292682927
"1230",52.5,7.3,11.5,0.625
"1587",58.8,5.1,8.4,0.702185792349727
"1594",49.4,10,10.9,0.748633879781421
"1601",48.6,9.6,8.4,0.751366120218579
"1958",48.3,10,8.7,0.632390745501285
"1965",46.6,8.9,10.1,0.912596401028278
"1979",43.2,10,10.1,0.532133676092545
"2322",52.1,9.9,11.1,0.468421052631579
"2343",41.3,10,17.1,0.507894736842105
"2693",35,10,8,0.377952755905512
"2700",43.3,10,13,0.645669291338583
"173",39.8,10,8.5,0.644444444444444
"180",39.1,6,12.4,0.387301587301587
"523",43.4,8.3,7.4,0.516417910447761
"530",28.1,10,11.5,0.740298507462687
"537",39.1,10,13.8,0.617910447761194
"887",43.1,9.9,11.5,0.615853658536585
"894",40.8,9.5,19.3,0.807926829268293
"901",42.4,10,14.1,0.661585365853659
"1251",53.5,6.4,13,0.587765957446808
"1258",51.1,9,9.3,0.707446808510638
"1272",57.7,2.1,15.6,0.534574468085106
"1615",53.4,6.6,15.6,0.825136612021858
"1622",42.7,9.8,6.4,0.554644808743169
"1629",29.8,8.8,13.8,0.866120218579235
"1643",37.3,8.6,10.3,0.300546448087432
"1986",43.4,10,10.2,0.609254498714653
"2000",32.4,10,10.7,0.735218508997429
"2350",34.9,10,10.7,0.6
"2357",30.9,10,6.4,0.613157894736842
"2371",34.7,10,8.1,0.339473684210526
"2714",39.6,10,8.4,0.514435695538058
"2721",31.1,10,11.7,0.519685039370079
"2728",24.2,10,18.4,0.782152230971129
"188",32.2,10,11.3,0.313432835820896
"202",28.1,7.5,15,0.480597014925373
"580",33.7,9.9,9.1,0.475609756097561
"916",40.4,10,13.1,0.106382978723404
"930",34.5,10,14.9,0.428191489361702
"1287",41.3,9.9,11.8,0.46448087431694
"1301",28,10,13.1,0.737704918032787
"1658",46.8,7.2,12.6,0.380462724935733
"1672",42.1,9.9,20.3,0.326478149100257
"2015",23,9.5,23.4,0.65
"2022",43.7,5.6,13.4,0.660526315789474
"2029",28.9,10,10.5,0.384210526315789
"2036",25.3,10,14.4,0.589473684210526
"2379",39,9.8,9.9,0.517060367454068
"2386",28.6,10,14.2,0.637795275590551
"2400",37,8.9,14,0.695538057742782
"216",33.1,10,18.2,0.519402985074627
"237",35.4,9.8,14.2,0.391044776119403
"587",28.1,10,9,0.826219512195122
"601",42.2,3.9,10.4,0.429878048780488
"608",20.3,9.6,12.5,0.765243902439024
"1315",40.8,3.5,17.9,0.478142076502732
"1329",34.7,10,10.7,0.273224043715847
"1336",40.2,9.5,20.8,0.120218579234973
"1679",30.9,10,9,0.393316195372751
"1686",21,7.9,21.5,0.647814910025707
"1693",31.8,10,14,0.575835475578406
"2043",34.2,6.4,11.9,0.431578947368421
"2050",28.3,10,6.2,0.342105263157895
"2057",44.8,2.9,8.8,0.339473684210526
"2414",40.6,3,9.8,0.68241469816273
"2421",39.8,8.2,14.2,0.564304461942257
"244",39.3,9.4,10.6,0.605970149253731
"258",31.2,10,18.5,0.617910447761194
"265",34.3,6.8,13.6,0.608955223880597
"272",45.2,10,8.9,0.358208955223881
"615",29.4,10,8.4,0.393292682926829
"622",25.4,10,15.1,0.551829268292683
"629",39.3,9.6,14,0.564024390243902
"636",41.2,8.9,13.7,0.384146341463415
"986",31.1,10,12.3,0.550531914893617
"993",30.3,9,6.3,0.446808510638298
"1000",42.4,5.1,13.1,0.345744680851064
"1343",33.9,6.9,8.5,0.691256830601093
"1350",46.8,7.6,10.1,0.655737704918033
"1357",47,9.9,12.3,0.579234972677596
"1364",50.8,2.7,10.8,0.311475409836066
"1707",33.2,10,11.8,0.74293059125964
"1714",35.5,5.8,12.1,0.401028277634961
"1721",33,10,10.9,0.77120822622108
"1728",35.3,9.9,9.6,0.508997429305913
"1735",37.6,9.2,6.2,0.763496143958869
"2078",35.5,9.6,12,0.784210526315789
"2085",36.1,10,13.5,0.789473684210526
"2442",27.2,10,10.9,0.658792650918635
"2449",45.3,7.3,15.3,0.713910761154856
"2456",42.3,6.9,15,0.832020997375328
"279",42.9,8.7,8,0.543283582089552
"286",43.6,7.7,13.8,0.743283582089552
"293",52.6,4.6,12.5,0.507462686567164
"643",40,10,7.7,0.664634146341463
"650",48,8.8,13.4,0.625
"657",40.4,9.9,9.1,0.280487804878049
"664",49,10,10.5,0.649390243902439
"1007",45,5.9,14.6,0.236702127659574
"1014",43.9,3.6,9.4,0.223404255319149
"1021",47.5,6.9,12.5,0.736702127659574
"1028",44,10,14.6,0.728723404255319
"1371",54.8,2.2,18.2,0.737704918032787
"1378",49.7,7.3,15.9,0.721311475409836
"1385",46.4,10,17.6,0.822404371584699
"1399",46.1,10,9.4,0.23224043715847
"1742",47.8,6.9,14.9,0.611825192802057
"1756",45.7,4.6,13.9,0.601542416452442
"2106",38,9.4,12.2,0.163157894736842
"2113",47.7,6.7,15.4,0.794736842105263
"2120",43.2,10,11.6,0.668421052631579
"2470",39.4,10,10.7,0.78740157480315
"2484",53.7,4.8,16.7,0.393700787401575
"2491",46.8,7,13.9,0.259842519685039
"307",46.9,9.9,13.7,0.853731343283582
"328",61,2.1,14,0.8
"685",58.3,9.1,11.8,0.902439024390244
"692",54.9,10,7.3,0.780487804878049
"1035",43.8,9.6,13.3,0.638297872340426
"1406",48.5,9.4,16.5,0.808743169398907
"1770",49.4,7.6,14.9,0.822622107969152
"1777",48.6,9.7,11.8,0.928020565552699
"1791",55.4,6.2,12.9,0.822622107969152
"2134",53.3,7.8,12.2,0.710526315789474
"2141",56.8,8.1,11.3,0.926315789473684
"2148",52.2,5.7,10.9,0.428947368421053
"2155",56.5,8,13.6,0.910526315789474
"2505",48.4,9.4,13.8,0.679790026246719
"2519",59.3,8.3,18.7,0.858267716535433
"2526",58.2,4.7,8.4,0.955380577427822
"349",55,7,18.3,0.874626865671642
"363",66.1,2.1,12.9,0.62089552238806
"713",61.7,4,14.4,0.926829268292683
"727",63.9,9.8,13.6,0.780487804878049
"1084",65.6,10,7.4,0.877659574468085
"1812",59.8,9.9,15.5,0.516709511568123
"1819",64.9,6.3,9.7,0.866323907455013
"1826",66.9,8.8,13.3,0.748071979434447
"2540",61.7,8.2,13,0.913385826771654
"2547",63.2,3.8,10,0.971128608923885
"20",67.2,7.4,6.5,0.638095238095238
"370",71.6,6.8,12.4,0.525373134328358
"377",69.4,3.1,6.7,0.594029850746269
"384",73.9,2.8,9.6,0.886567164179105
"391",66.1,6,15,0.647761194029851
"1105",65.2,8.7,7.9,0.816489361702128
"1126",76.7,8.5,8.5,0.933510638297872
"1469",65.7,3.2,10,0.491803278688525
"1483",72.4,9,13.5,0.920765027322404
"1833",66,5.2,8.7,0.560411311053985
"1840",63.7,9,8.9,0.645244215938303
"2197",70.6,4.8,11.5,0.528947368421053
"2568",70.8,7.9,10.9,0.908136482939633
"34",77.9,6,4.4,0.59047619047619
"41",75.3,7.6,5.4,0.679365079365079
"398",69.7,9.5,8.3,0.674626865671642
"405",70.7,9.3,13.1,0.534328358208955
"419",70.6,7.8,12.1,0.704477611940298
"426",65,9.9,10.8,0.594029850746269
"776",66.8,10,8.8,0.359756097560976
"783",63.9,7.9,7.9,0.5
