"","temp","visib","wdsp","NUM_COLLISIONS"
"790",67.2,10,10.8,0.692073170731707
"2253",69.9,10,13,0.447368421052632
"83",64.7,10,4.7,0.796825396825397
"90",65.2,5.9,5.1,0.952380952380952
"440",69.1,6.1,8.9,0.752238805970149
"454",58.1,10,11.5,0.456716417910448
"811",57.2,10,12.5,0.74390243902439
"818",63.1,7.9,15.8,0.728658536585366
"1161",70.6,6.8,12,0.640957446808511
"1182",61.2,10,10.3,0.486702127659574
"1525",69.2,9.4,9.9,0.724043715846995
"1539",57.7,10,6.4,0.950819672131147
"1889",62.7,10,10.6,0.57840616966581
"1896",65.4,9.5,11.3,0.730077120822622
"1910",61.3,2.8,27.5,0.406169665809769
"1917",59.6,10,10.6,0.773778920308483
"2260",71.1,10,8.7,0.573684210526316
"2281",60.5,6.3,8.5,0.681578947368421
"2631",59.6,10,11.8,0.750656167979003
"2645",63.5,8.8,7.7,0.792650918635171
"104",51.2,10,5.3,0.606349206349206
"468",60.6,10,13.3,0.659701492537313
"475",62.3,8.8,11,0.835820895522388
"482",48,10,9.2,0.737313432835821
"825",58.5,9.2,13.1,0.960365853658537
"832",59,10,8.9,0.417682926829268
"839",63.2,7.9,9.7,0.74390243902439
"846",54.3,7.6,15.7,0.807926829268293
"853",51.3,10,7.9,0.804878048780488
"1196",58.9,9.8,10.9,0.962765957446808
"1203",60.1,9.8,11.7,0.728723404255319
"1210",56.2,10,15.4,0.904255319148936
"1217",57.4,10,11.1,0.76063829787234
"1567",55.9,10,14.2,0.915300546448087
"1581",51.8,7.7,18.6,1
"1931",56.4,10,10.9,0.519280205655527
"1938",62,10,11.3,0.943444730077121
"1945",54.1,10,12.1,0.778920308483291
"2288",62.2,9.8,14.7,0.902631578947368
"2295",63.1,5.2,14.8,0.992105263157895
"2302",49.2,10,13.7,0.878947368421053
"2309",39.8,10,8.7,0.773684210526316
"2652",57.4,9.4,14.6,0.805774278215223
"2659",55.5,3.6,26.1,0.538057742782152
"2666",55,10,14.9,0.611548556430446
"132",43.3,9.8,9.6,0.904761904761905
"153",41.3,9.3,4.7,0.549206349206349
"489",62.3,6.3,18.2,0.925373134328358
"496",47.1,10,13.7,0.841791044776119
"503",53,10,12.3,0.647761194029851
"510",46.2,9.4,5.6,0.901492537313433
"517",31.2,10,8.7,0.11044776119403
"860",52.5,7.9,11.7,0.722560975609756
"867",43.7,9.7,11.1,0.76219512195122
"874",36.8,10,15.8,0.832317073170732
"881",37,9.3,12.6,0.121951219512195
"1224",62.3,4.3,11.3,0.569148936170213
"1231",58.3,9.8,16.9,0.731382978723404
"1588",53.6,10,12.1,0.942622950819672
"1595",54.9,10,16,0.636612021857924
"1602",50.9,10,18,0.939890710382514
"1959",44.6,10,12.3,0.688946015424165
"1966",43.8,9.9,15.6,0.920308483290488
"2316",60,5.2,13.9,0.771052631578947
"2330",42.8,5.5,19,0.702631578947368
"2344",38.4,10,7.5,0.763157894736842
"2687",42.7,10,15.7,0.721784776902887
"2694",49.3,9.8,11,0.57742782152231
"2701",48.1,8.8,10.6,0.608923884514436
"167",41.4,10,4.1,0.777777777777778
"181",33,9.4,10,0.488888888888889
"531",28.1,9.9,12.7,0.880597014925373
"545",33.1,10,10,0.226865671641791
"888",39.3,9.8,9.3,0.820121951219512
"895",37,10,8.2,0.86280487804878
"909",44.8,10,10.4,0.128048780487805
"1252",45.6,10,10.9,0.73936170212766
"1266",54.2,2.4,11.3,0.970744680851064
"1616",46.4,10,12.9,0.704918032786885
"1623",36.6,10,15.4,0.734972677595628
"1637",39,10,12.7,0.710382513661202
"1644",40.4,9.5,18.2,0.412568306010929
"1980",48.2,10,10,0.812339331619537
"1987",41,10,9,0.580976863753213
"2351",38,9.8,11,0.663157894736842
"2365",50.4,5.3,17.6,0.865789473684211
"2372",41.8,7.5,15,0.6
"2715",38.3,10,14.2,0.425196850393701
"2722",38.7,9.8,10.3,0.942257217847769
"2729",24.2,10,13.5,0.779527559055118
"196",42.7,7.1,7.9,0.223880597014925
"203",35.9,9.2,15.3,0.250746268656716
"210",24.4,8.6,10.5,0.471641791044776
"560",44.8,4.4,13.4,0.185975609756098
"567",38.8,8.7,7.9,0.134146341463415
"574",32,8.5,17,0.216463414634146
"917",34.5,9.5,11.1,0.143617021276596
"924",26.9,10,10.2,0.210106382978723
"931",20.2,10,13.3,0.247340425531915
"938",38.5,6.7,12.4,0.0691489361702128
"945",24.5,7.8,20.3,0.329787234042553
"1288",45.9,10,9.3,0.333333333333333
"1295",45.7,7.3,15.7,0.35792349726776
"1309",37.8,10,11.6,0.448087431693989
"1659",29.8,10,10.2,0.10025706940874
"1666",42.3,6.7,7.5,0.0488431876606684
"1673",38.7,10,18.3,0.115681233933162
"2023",45.4,3,19.2,0.394736842105263
"2030",38.1,10,14.3,0.202631578947368
"2037",36.8,10,12.2,0.15
"2380",43.8,5,11.8,0.141732283464567
"2387",23.1,10,12.9,0.312335958005249
"2394",34.5,9.8,6.9,0.204724409448819
"2401",30.5,10,7.9,0.346456692913386
"217",27.6,10,12.5,0.4
"231",39.2,9.2,8.6,0.146268656716418
"588",28.2,10,8.6,0.0609756097560976
"595",35.2,7.3,11.8,0.341463414634146
"602",41.4,7.1,11,0.557926829268293
"973",22.2,10,7.2,0.361702127659574
"1316",32.3,9.9,12.1,0.330601092896175
"1323",23.5,7.4,12.2,0.131147540983607
"1330",42.8,8.8,12.5,0.336065573770492
"1680",28.4,10,14.1,0.218508997429306
"1687",32,8.4,10,0.141388174807198
"2058",35.9,10,13.1,0.397368421052632
"2065",42.3,5,11.4,0.228947368421053
"2408",23.5,10,11.8,0.461942257217848
"2415",31.5,10,16.4,0.364829396325459
"2422",41.1,7.9,10.6,0.351706036745407
"245",38.2,10,9.4,0.22089552238806
"252",39.2,9.9,24.9,0.504477611940298
"259",37.1,10,10.2,0.361194029850746
"266",38.5,10,15.9,0.262686567164179
"273",44.5,10,7,0.337313432835821
"616",40.3,8.9,11,0.338414634146341
"623",41.3,8.8,12,0.350609756097561
"630",38.1,9.7,11.2,0.271341463414634
"637",44.9,4.5,10.2,0.503048780487805
"980",25,9.9,10.9,0.468085106382979
"987",38.7,5.8,10.8,0.279255319148936
"1001",37.4,7.8,12.7,0.151595744680851
"1344",34.8,9.1,20.8,0.461748633879781
"1358",40,10,10,0.295081967213115
"1365",44.8,9.3,15.1,0.26775956284153
"1708",22.9,9.9,17.8,0.205655526992288
"1715",22.5,9.4,19.3,0.236503856041131
"1722",34.7,10,7.5,0.123393316195373
"1729",42.9,8.2,13.1,0.295629820051414
"2079",38.1,10,17.5,0.3
"2086",33.3,10,19.7,0.286842105263158
"2100",43.6,9.6,12.6,0.357894736842105
"2436",35.1,6,16.1,0.63254593175853
"2450",46.9,6.1,16,0.391076115485564
"2457",39.3,9,21.7,0.338582677165354
"280",40.2,10,12.5,0.391044776119403
"287",44.4,8.2,12.9,0.462686567164179
"294",52.7,3.6,15.2,0.394029850746269
"644",44.8,7.7,13.8,0.536585365853659
"658",45.7,10,5.9,0.36890243902439
"665",44.9,9.4,12.2,0.439024390243902
"1008",47.3,4.8,13.7,0.279255319148936
"1015",47.8,5.1,12.4,0.462765957446808
"1029",43.7,9.9,12.9,0.50531914893617
"1372",50.4,5,8.5,0.450819672131148
"1379",41.8,10,9.7,0.341530054644809
"1386",44.3,10,22.9,0.674863387978142
"1393",53.4,5.6,9.3,0.592896174863388
"1400",47.3,10,8.7,0.407103825136612
"1736",39.8,3.3,24.2,0.347043701799486
"1743",43.9,9.8,16.5,0.439588688946015
"1757",46.7,5.7,13.2,0.244215938303342
"1764",54.2,2.7,11.6,0.526992287917738
"2107",43.5,8.7,10.7,0.0894736842105263
"2114",47.7,7,13.7,0.45
"2121",44.6,10,10.5,0.344736842105263
"2478",49.7,5.2,12.6,0.519685039370079
"2485",54.5,2.9,17.7,0.144356955380577
"2492",52.9,6.6,19.3,0.328083989501312
"308",47.8,10,13.7,0.537313432835821
"315",56.2,3.7,9.4,0.367164179104478
"329",55.6,4.6,7.6,0.340298507462687
"679",54.8,7.1,11.1,0.442073170731707
"686",57.7,5.8,12.5,0.655487804878049
"693",54.6,10,15,0.25
"700",53.9,10,12.4,0.557926829268293
"1057",54.8,10,15,0.382978723404255
"1407",52.5,5.1,8.1,0.379781420765027
"1428",62.5,9.2,11.6,0.532786885245902
"1771",55.1,2.6,13.5,0.588688946015424
"1778",47.9,10,8.6,0.583547557840617
"1785",56.3,10,16,0.401028277634961
"2135",58,9.2,13.5,0.392105263157895
"2149",49.6,6,9.8,0.342105263157895
"2156",58.8,7.1,13.8,0.389473684210526
"2506",56.8,7,10,0.619422572178478
"2520",56.9,10,9.7,0.312335958005249
"343",62.3,4.8,19.1,0.51044776119403
"364",66.2,1.4,13.7,0.570149253731343
"1071",58,8.4,11.5,0.521276595744681
"1085",62,10,9,0.273936170212766
"1442",58.1,9.8,9.6,0.415300546448087
"1456",62.1,10,8,0.699453551912568
"1813",61.7,4.3,11.8,0.508997429305913
"2163",63.1,4.4,7.9,0.444736842105263
"2184",59.2,5.7,9.2,0.157894736842105
"2534",60.6,9.8,9.1,0.469816272965879
"2548",64.7,9.7,8.4,0.614173228346457
"371",73,8.1,13.1,0.346268656716418
"385",74.5,3.3,11.8,0.450746268656716
"392",69.1,9.6,8.8,0.346268656716418
"735",67,8.4,21.2,0.307926829268293
"1463",69.4,7.2,11.8,0.377049180327869
"1484",74.3,7.3,12,0.595628415300546
"1827",67.7,5.9,13,0.3573264781491
"1834",67.3,5.4,8.9,0.331619537275064
"1855",65.1,6.9,11.1,0.143958868894602
"2198",67.3,9.9,12.8,0.192105263157895
"2212",59.8,6.8,6.7,0.444736842105263
"35",77.9,5.7,4.1,0.523809523809524
"42",77.7,7.8,6.9,0.33015873015873
"399",69.3,7.2,10.9,0.274626865671642
"406",72.4,6.4,11.2,0.283582089552239
"420",66.2,10,10.7,0.37910447761194
"763",64.3,8.8,6.5,0.414634146341463
"784",65.6,9.8,10.8,0.152439024390244
"1127",73.4,8.9,9.2,0.707446808510638
"1134",69.7,10,11.8,0.38031914893617
"1876",71.8,5.6,12.2,0.467866323907455
"2240",73.9,5.9,9.4,0.331578947368421
"2597",71.2,10,10.5,0.448818897637795
"2611",68.3,10,12.3,0.296587926509186
"70",75.3,8.8,5.8,0.619047619047619
"77",67.2,10,5.1,0.488888888888889
"84",66.3,8.1,5.6,0.457142857142857
"434",63.6,10,10.2,0.552238805970149
"441",64.5,10,9.1,0.355223880597015
"798",72,6.9,10.7,0.454268292682927
"805",59.9,9.6,7.6,0.469512195121951
"1162",66.8,10,9.3,0.36968085106383
"1169",67.7,9.9,8.8,0.404255319148936
"1183",59.4,10,11.4,0.412234042553192
"1547",60.7,10,12.7,0.491803278688525
"1911",62.6,2.1,17.2,0.44987146529563
"2254",65,10,7.2,0.2
"2275",68.8,9.6,14.4,0.286842105263158
"98",66.1,7,5.2,0.307936507936508
"112",62.7,5,6.3,0.584126984126984
"119",61.9,9.6,4.3,0.384126984126984
"469",58.6,10,13.2,0.465671641791045
"476",57.3,10,6.2,0.211940298507463
"483",49,10,13.7,0.674626865671642
"826",59.4,6.8,5.7,0.38719512195122
"833",52.9,8.1,8.1,0.432926829268293
"847",54.7,10,10.7,0.338414634146341
"1190",55.5,7.9,22.1,0.409574468085106
"1197",59.2,9,13.1,0.656914893617021
"1204",52.7,10,8.2,0.433510638297872
"1211",51.5,10,9.4,0.311170212765957
"1554",62,1.7,14,0.407103825136612
"1575",61.3,3.5,12.2,0.538251366120219
"1582",51,8.8,15.8,0.497267759562842
"2296",53.2,10,7.9,0.326315789473684
"2303",59.5,9,16.1,0.463157894736842
"2653",51.9,10,12.2,0.409448818897638
"2660",56.2,6.7,19.9,0.26509186351706
"2667",50.5,10,10.9,0.485564304461942
"2674",55.2,7.9,7.3,0.325459317585302
"140",43.6,10,4.7,0.441269841269841
"147",44.1,9.5,7.6,0.174603174603175
"490",57.4,6.4,5.6,0.450746268656716
"497",41.7,10,12.9,0.51044776119403
"511",47.3,9.6,9.9,0.405970149253731
"861",43.9,10,13.9,0.423780487804878
"868",37,10,10.7,0.38109756097561
"875",37.1,10,15.9,0.329268292682927
"1225",61.4,6.9,10.9,0.26063829787234
"1232",49,10,18.7,0.561170212765957
"1239",48.8,10,14.3,0.518617021276596
"1596",42.1,10,13.9,0.467213114754098
"1603",50.1,6.6,12.3,0.710382513661202
"1953",53.6,9.3,13.9,0.403598971722365
"1960",30.2,10,12.6,0.429305912596401
"1967",43.5,10,9.4,0.444730077120823
"2317",59.7,5.4,19.2,0.534210526315789
"2324",52.2,7.5,19.1,0.402631578947368
"2331",44.5,10,12.1,0.278947368421053
"2338",41.4,10,11.5,0.218421052631579
"2681",47,10,7.2,0.275590551181102
"2688",35.3,10,10.2,0.26509186351706
"2695",39.7,10,18.4,0.330708661417323
"2702",40.4,10,13.9,0.333333333333333
"2709",35,10,15.8,0.167979002624672
"154",38.5,9.3,9.2,0.244444444444444
"175",37.4,10,10.6,0.441269841269841
"182",32.5,7.8,5.3,0.123809523809524
"525",39.7,7.8,11.8,0.498507462686567
"546",39.3,9.9,10.4,0.223880597014925
"889",48.9,6.8,9.8,0.682926829268293
"896",36.9,9.9,9.8,0.579268292682927
"903",38.2,10,8.3,0.307926829268293
"1260",55,8.1,9.8,0.468085106382979
"1267",42.1,10,16.7,0.590425531914894
"1617",43.8,10,15.1,0.437158469945355
"1624",28.2,10,12.8,0.336065573770492
"1631",36.2,5.9,11.5,0.521857923497268
"1638",44.1,8.2,10.7,0.333333333333333
"1645",35.8,10,14.1,0.0901639344262295
"1981",42.5,10,8,0.305912596401028
"1988",38.7,7.8,9.9,0.210796915167095
"1995",30.9,8,12.4,0.526992287917738
"2002",45.6,3.2,10.6,0.280205655526992
"2352",27.9,10,11.5,0.523684210526316
"2359",46.1,5.7,6.8,0.460526315789474
"2366",48.3,4.1,13.3,0.302631578947368
"2373",48.4,4.1,14.2,0.121052631578947
"2716",36.4,10,12.9,0.433070866141732
"2723",52.7,3.1,16.5,0.461942257217848
"211",21.7,10,16.3,0.0865671641791045
"575",26.8,9.4,17.8,0.185975609756098
"939",36.5,9.4,16,0.0106382978723404
"1282",44.4,10,15.5,0
"1289",51.3,4.9,16.2,0.0819672131147541
"1296",40.2,9.2,7.7,0.0519125683060109
"1303",34.5,6.3,25.6,0.23224043715847
"1310",45,8.6,12.5,0.273224043715847
"1646",44.4,9,13.4,0.0745501285347044
"1660",33.6,9,10.8,0.0874035989717224
"2024",27,10,14.5,0.107894736842105
"2395",43.2,2.8,17,0.026246719160105
"218",30.7,8.2,9.8,0.134328358208955
"225",24.7,8.9,16.4,0
"232",30.9,4.2,23.6,0.140298507462687
"239",42.6,4.3,17.1,0.0776119402985075
"582",39.3,5.5,8.7,0.0396341463414634
"596",29.8,7.5,20.2,0.182926829268293
"960",25.7,4.6,19.6,0.138297872340426
"967",36,2.6,7.7,0.311170212765957
"1338",42.8,10,16.6,0.210382513661202
"1702",43,7.3,14.3,0.0154241645244216
"2045",37.8,9.1,13.4,0.231578947368421
"2052",46.3,1.2,9.7,0.068421052631579
"2059",39.4,8.3,12.4,0.05
"2409",35.4,8.1,10.4,0.233595800524934
"2416",28.7,10,11.7,0.115485564304462
"2423",30.9,10,7.6,0.0997375328083989
"2430",40.5,5.7,14.1,0
"253",39,10,11.9,0.0447761194029851
"260",34.8,9.9,7.5,0.0776119402985075
"267",39.1,10,10.4,0.152238805970149
"617",35.2,10,8.9,0
"624",35.3,10,10.7,0.024390243902439
"631",38.9,10,9.5,0.0701219512195122
"638",46.3,1.7,13.8,0.100609756097561
"981",33.8,9.2,8,0.164893617021277
"988",38.5,7,12.3,0.151595744680851
"995",35.1,9.4,15.7,0.0797872340425532
"1002",34.9,9.5,10.6,0.273936170212766
"1352",50.1,10,11.8,0.00819672131147541
"1359",37.2,10,11.3,0.128415300546448
"1709",20.8,10,19.8,0.0848329048843188
"1716",20,10,16.1,0.154241645244216
"1723",36,5.6,19.4,0.241645244215938
"1730",37,9.5,9.8,0
"2073",39.6,9.9,23.4,0.0105263157894737
"2080",36.3,10,11.4,0.0315789473684211
"2087",27.2,10,12.2,0.192105263157895
"2094",35.8,9.3,16.6,0.1
"2444",36.8,7.1,14.7,0.16010498687664
"2451",36.3,10,13.2,0.047244094488189
"2458",39.1,10,15.5,0.170603674540682
"2465",49.2,8.6,14.7,0.128608923884514
"295",45.1,10,11.7,0.211940298507463
"645",41.1,10,12.5,0.24390243902439
"652",47,9.3,8.8,0.23780487804878
"666",42.4,9.9,4.8,0.13719512195122
"1009",41.6,10,12.5,0.0531914893617021
"1016",45,10,10.1,0.109042553191489
"1023",46.3,9.9,11,0.183510638297872
"1373",41.7,8.3,17.5,0.418032786885246
"1380",40.6,10,15.7,0.183060109289617
"1387",45.8,10,15.4,0.371584699453552
"1394",49.1,10,13.4,0.0437158469945355
"1737",39.7,9.3,14.7,0.149100257069409
"1744",46.3,10,10.5,0.218508997429306
"1751",51.9,5.3,15.7,0.06426735218509
"1758",46.5,10,10.5,0.15681233933162
"1765",53.4,9.8,12.6,0.0359897172236504
"2108",37.9,9.5,11.2,0.0394736842105263
"2115",39.7,9,17.5,0.15
"2129",50.5,9.2,5.9,0.136842105263158
"309",47.8,9.7,10.1,0.343283582089552
"316",56.2,3.3,11,0.37910447761194
"330",50.2,9.3,13.9,0.164179104477612
"673",51.4,9.8,12.8,0.143292682926829
"687",56.5,9.8,8.5,0.314024390243902
"1051",63.1,9.4,9.1,0.375
"1058",56.5,10,15.5,0.0797872340425532
"1065",64.7,7.1,11.2,0.406914893617021
"1415",55.7,8.9,16.3,0.213114754098361
"1422",56.3,9,14.2,0.379781420765027
"1779",50.4,5.6,16.5,0.455012853470437
"2143",49.7,9.7,8.6,0.2
"2150",56.5,0.7,13.9,0.328947368421053
"2157",53.7,6,12.6,0.0894736842105263
"2500",46.9,6.8,9.6,0.335958005249344
"2507",45.7,7.6,8.6,0.493438320209974
"2521",57.6,8.9,12.1,0.286089238845144
"337",61.8,4.6,12.6,0.259701492537313
"351",61.3,8.9,9.2,0.229850746268657
"715",66.1,10,10.9,0.216463414634146
"1079",66.9,10,8.9,0.468085106382979
"1093",64.4,4.3,13,0.353723404255319
"1443",66,7.3,12.5,0.423497267759563
"1814",63.8,0.7,10.2,0.352185089974293
"2164",52.8,10,11.8,0.189473684210526
"2542",62.8,9.3,13.2,0.283464566929134
"2549",65.7,10,11.4,0.414698162729659
"372",74.4,9,9.1,0.223880597014925
"393",69.8,5.7,6.5,0.253731343283582
"736",68.2,10,14.1,0.143292682926829
"750",65.2,9.1,10,0.143292682926829
"1485",73.2,10,8.7,0.366120218579235
"1828",68.7,4.2,11.4,0.208226221079692
"1835",69.6,9.3,10.1,0.143958868894602
"1856",67.1,9.6,15,0.38560411311054
"2213",66.5,3.2,12.8,0.228947368421053
"36",78.1,5.8,6.1,0.365079365079365
"43",77.8,8.7,5.7,0.323809523809524
"57",73.9,10,4.6,0.215873015873016
"400",69.4,9,8.3,0.161194029850746
"778",68.3,8.3,6.8,0.219512195121951
"792",69.1,9.4,9,0.277439024390244
"1135",67,9.2,13.1,0.231382978723404
"1506",75.3,4.6,9.9,0.243169398907104
"1863",69.4,9.5,11.8,0.161953727506427
"2598",68.8,10,9.4,0.217847769028871
"2612",65.5,10,13.6,0.21259842519685
"85",63.8,9,6.4,0.244444444444444
"435",68,10,13.3,0.298507462686567
"442",61.2,10,6.6,0.226865671641791
"799",70.1,9,11,0.222560975609756
"806",62.2,10,9.6,0.378048780487805
"813",66.1,8.1,8.1,0.338414634146341
"1177",70.7,7.5,8.9,0.409574468085106
"1184",59.4,10,7,0.242021276595745
"1534",71.3,6.4,11.9,0.289617486338798
"1548",57.6,10,10.8,0.382513661202186
"1891",60,6.7,13.1,0.159383033419023
"1898",61.1,9.7,9.9,0.197943444730077
"2262",62.6,10,10,0.271052631578947
"2647",66.9,8.7,11.4,0.228346456692913
"106",58.7,10,5,0.361904761904762
"470",55.1,10,11.4,0.304477611940298
"477",58.3,10,9.4,0.26865671641791
"484",54.3,10,13.8,0.334328358208955
"827",59.6,9.6,11,0.307926829268293
"834",53.3,10,9.2,0.210365853658537
"841",56,10,10.7,0.240853658536585
"848",57.6,10,13.1,0.338414634146341
"1191",56.2,10,19.2,0.356382978723404
"1205",46.1,10,13.7,0.396276595744681
"1562",62.2,6.4,13.8,0.131147540983607
"1576",53.7,10,21.3,0.278688524590164
"1583",61.1,9.3,11,0.341530054644809
"1947",60.4,9.6,12.3,0.403598971722365
"2297",52.8,10,8.9,0.165789473684211
"2304",48.5,9.1,11.8,0.368421052631579
"2311",56.8,6.9,13.4,0.271052631578947
"2675",53.4,7.6,14.3,0.173228346456693
"141",43.2,9.8,5.5,0.136507936507936
"148",36.6,10,7.1,0.0380952380952381
"491",49.4,8.8,12,0.0447761194029851
"498",52.5,10,13,0.22089552238806
"512",30.5,10,18.3,0.280597014925373
"862",53.2,10,9.1,0.0457317073170732
"869",38.1,10,5.6,0.0762195121951219
"876",52.6,8.9,18.3,0.0640243902439024
"1226",53.2,10,11,0.186170212765957
"1233",47.6,10,14.3,0.26063829787234
"1240",50.1,8.1,6.6,0.0771276595744681
"1590",49.9,9,10.5,0.273224043715847
"1597",51.3,10,14.2,0.234972677595628
"1604",47,5.5,14.4,0.265027322404372
"1611",43.4,10,13.2,0.092896174863388
"1954",54.5,10,10.8,0.161953727506427
"1968",54.8,7.8,16.8,0.300771208226221
"1975",48.9,9.9,12.2,0.0745501285347044
"2318",47.7,10,9.9,0.128947368421053
"2325",39.9,10,13.7,0.123684210526316
"2339",47.7,6.1,15.9,0.0789473684210526
"2696",41.5,10,14.2,0.112860892388451
"2703",50.2,7.5,13,0.304461942257218
"162",46.2,7.2,5.4,0.447619047619048
"169",44.5,7.5,6.5,0.307936507936508
"526",34,10,8.8,0.167164179104478
"533",40,5.8,18.9,0.149253731343284
"540",51.9,2.1,15.2,0.313432835820896
"890",41.9,8,25,0.271341463414634
"1268",38.5,10,14,0.26063829787234
"1275",52.9,4.5,13.1,0.308510638297872
"1618",38.2,10,14.6,0.136612021857924
"1625",29.9,10,7.5,0.245901639344262
"1632",49.8,2.5,13.2,0.243169398907104
"1989",39,9,12.3,0.146529562982005
"1996",27.6,10,10.1,0.233933161953728
"2346",46,5.1,12.2,0.276315789473684
"2360",43.8,8.4,15.2,0.444736842105263
"2367",36.7,10,11.6,0.136842105263158
"2717",31.8,10,8.7,0.141732283464567
"2724",47.7,8,19.8,0.267716535433071
